word,original_forms,length,frequency,log_frequency,difficulty,skip_probability,regression_probability,total_occurrences
1963,"1963, 1963), 1963,",4,1.0,0.0,1.0,0.3695652173913043,0.17391304347826086,46
except,except,6,111.69000000000004,2.048014290938055,0.8138168826419949,0.18181818181818182,0.18181818181818182,11
1960,"(1960), 1960, 1960.",4,1.0,0.0,1.0,0.2571428571428571,0.17142857142857143,35
reprise,Reprise,7,0.1400000000000001,-0.8538719643217619,1.0776247240292516,0.2727272727272727,0.18181818181818182,22
went,went,4,411.5099999999996,2.6143803933564302,0.7623290551494152,0.39655172413793105,0.1724137931034483,58
shifting,shifting,8,1.75,0.24303804868629442,0.9779056319376096,0.0,0.2727272727272727,11
next,next,4,452.75,2.655858458986096,0.758558321910355,0.18181818181818182,0.18181818181818182,11
dot,Dot,3,6.630000000000001,0.8215135284047735,0.9253169519632022,0.7272727272727273,0.5454545454545454,11
1966,1966,4,1.0,0.0,1.0,0.09090909090909091,0.36363636363636365,11
united,United,6,50.270000000000245,1.7013088852280762,0.8453355558883577,0.3670212765957447,0.1595744680851064,188
artists,Artists,7,8.08,0.9074113607745862,0.9175080581114016,0.09090909090909091,0.2727272727272727,11
1986,1986,4,1.0,0.0,1.0,0.0,0.2727272727272727,11
sang,sang,4,8.22,0.9148718175400503,0.9168298347690862,0.36363636363636365,0.0,11
duet,duet,4,1.2899999999999998,0.11058971029924901,0.9899463899727953,0.36363636363636365,0.0,11
wild,Wild,4,57.30999999999999,1.758230408457749,0.8401608719583865,0.2727272727272727,0.09090909090909091,11
man,"Man, man, man,",3,1845.75,3.266172877094504,0.7030751929914093,0.6086956521739131,0.17391304347826086,46
fischer,Fischer,7,1.0,0.0,1.0,0.36363636363636365,0.09090909090909091,11
hard,Hard,4,307.84000000000003,2.488325050357719,0.7737886317856618,0.6363636363636364,0.2727272727272727,11
business,"Business, Business""., business, business,",8,321.0,2.506505032404873,0.7721359061450106,0.3170731707317073,0.15853658536585366,82
michael,Michael,7,198.32999999999996,2.297388411880626,0.7911465080108522,0.08695652173913043,0.2608695652173913,23
mcmanus,McManus,7,1.0,0.0,1.0,0.09090909090909091,0.18181818181818182,11
february,"(February, February",8,5.490000000000005,0.7395723444500909,0.9327661505045358,0.3,0.15714285714285714,70
5,"(5, 5, 5,",1,1.0,0.0,1.0,0.6595744680851063,0.0851063829787234,47
1959,1959),4,1.0,0.0,1.0,0.6086956521739131,0.13043478260869565,23
syndicated,syndicated,10,0.4100000000000001,-0.38721614328026455,1.0352014675709333,0.18181818181818182,0.0,11
columnist,columnist,9,1.0,0.0,1.0,0.7272727272727273,0.6363636363636364,11
wrote,"wrote, wrote,",5,71.15999999999995,1.8522359394118868,0.8316149145989182,0.3275862068965517,0.1206896551724138,58
ethics,Ethics,6,5.3500000000000005,0.7283537820212285,0.933786019816252,0.36363636363636365,0.5454545454545454,11
religion,Religion.,8,13.859999999999998,1.141763230275788,0.8962033427022008,0.0,0.0,11
january,"(January, January",7,6.6900000000000315,0.8254261177678212,0.9249612620211075,0.4117647058823529,0.18181818181818182,187
28,"28, 28,",2,1.0,0.0,1.0,0.4444444444444444,0.1111111111111111,45
2005,2005,4,1.0,0.0,1.0,0.09090909090909091,0.0,11
it,it,2,18896.310000000023,4.27637700506755,0.611238454084769,0.8085106382978723,0.02127659574468085,47
revealed,revealed,8,5.840000000000001,0.7664128471123995,0.930326104807964,0.18181818181818182,0.09090909090909091,11
accepted,accepted,8,15.709999999999999,1.1961761850399737,0.8912567104509111,0.21739130434782608,0.08695652173913043,23
w,W.,1,1.0,0.0,1.0,0.5866666666666667,0.12,150
bush,"Bush, Bush), Bush,, Bush.",4,14.11999999999991,1.1498346967157882,0.8954695730258361,0.35872235872235875,0.08353808353808354,407
administration,"Administration, administration",14,7.5900000000000025,0.8802417758954807,0.9199780203731377,0.17391304347826086,0.13043478260869565,23
promote,promote,7,4.409999999999999,0.6444385894678387,0.9414146736847419,0.18181818181818182,0.0,11
their,"Their, their",5,655.1600000000008,2.8163473742383665,0.7439684205237852,0.5074626865671642,0.22388059701492538,67
marriage,marriage,8,77.05999999999999,1.8868290046769827,0.8284700904839106,0.45454545454545453,0.2727272727272727,11
initiative,initiative,10,2.75,0.4393326938302628,0.9600606641972488,0.36363636363636365,0.2727272727272727,11
program,"program, program,",7,42.63,1.6297153326471328,0.8518440606684423,0.2608695652173913,0.08695652173913043,23
did,did,3,2341.370000000001,3.3694700494339282,0.6936845409605521,0.30434782608695654,0.0,23
not,not,3,5424.960000000003,3.7343965403374666,0.6605094054238664,0.43478260869565216,0.0,23
disclose,disclose,8,1.7300000000000002,0.23804610312879546,0.9783594451701098,0.09090909090909091,0.09090909090909091,11
readers,readers.,7,3.350000000000001,0.5250448070368453,0.9522686539057414,0.0,0.0,11
timothy,Timothy,7,3.450000000000002,0.5378190950732743,0.9511073549933392,0.15151515151515152,0.2727272727272727,33
sr,"Sr., Sr.,",2,4.979999999999997,0.6972293427597185,0.9366155142945721,0.574468085106383,0.1276595744680851,47
c,"(c., c.",1,1.0,0.0,1.0,0.9090909090909091,0.09090909090909091,22
1728,1728,4,1.0,0.0,1.0,0.7272727272727273,0.36363636363636365,11
1815,"1815), 1815.",4,1.0,0.0,1.0,0.3181818181818182,0.13636363636363635,22
soldier,"soldier, soldier.",7,38.91999999999999,1.5901728315963135,0.8554388334912442,0.13636363636363635,0.09090909090909091,22
assumed,assumed,7,11.349999999999996,1.054995861529142,0.9040912853155328,0.30434782608695654,0.17391304347826086,23
fairbanks,Fairbanks,9,1.4499999999999995,0.16136800223497486,0.9853301816150022,0.45454545454545453,0.36363636363636365,11
dedham,"Dedham,",6,1.0,0.0,1.0,0.18181818181818182,0.36363636363636365,11
massachusetts,"Massachusetts, Massachusetts), Massachusetts.",13,4.160000000000007,0.6190933306267415,0.9437187881248409,0.1276595744680851,0.11702127659574468,94
training,training,8,35.13999999999999,1.5458017571592757,0.8594725675309752,0.13043478260869565,0.08695652173913043,23
blacksmith,"blacksmith, blacksmith,",10,2.1000000000000005,0.32221929473391947,0.9707073368423708,0.2727272727272727,0.15151515151515152,33
but,but,3,4417.469999999993,3.6451736088004867,0.6686205810181386,0.5679012345679012,0.08641975308641975,81
revolution,"Revolution, revolution",10,12.329999999999998,1.0909630765957317,0.9008215384912968,0.23529411764705882,0.14705882352941177,34
broke,broke,5,105.0,2.0211892990699383,0.8162555182663691,0.2727272727272727,0.09090909090909091,11
militia,militia,7,2.25,0.35218251811136264,0.9679834074444216,0.2727272727272727,0.2727272727272727,22
captain,"Captain, captain",7,208.27000000000027,2.3186267170299684,0.7892157529972768,0.3508771929824561,0.19298245614035087,57
led,led,3,24.01999999999999,1.3805730030668861,0.8744933633575551,0.47058823529411764,0.14705882352941177,34
soldiers,soldiers,8,27.63,1.4413808849165115,0.8689653740984989,0.45454545454545453,0.36363636363636365,11
continental,Continental,11,3.2900000000000005,0.5171958979499744,0.952982191095457,0.3181818181818182,0.09090909090909091,22
army,"Army, Army., army.",4,85.68999999999996,1.9329301428307923,0.824279077924473,0.2605042016806723,0.10084033613445378,119
family,"family, family)., family,, family.",6,354.25,2.5493098589194987,0.7682445582800456,0.2357142857142857,0.12142857142857143,140
moved,moved,5,69.32999999999994,1.8409212001987758,0.8326435272546591,0.44761904761904764,0.20952380952380953,105
1810,1810,4,1.0,0.0,1.0,0.45454545454545453,0.2727272727272727,11
springport,"Springport,",10,1.0,0.0,1.0,0.09090909090909091,0.2727272727272727,22
cayuga,Cayuga,6,0.09999999999999999,-1.0,1.0909090909090906,0.09090909090909091,0.09090909090909091,11
rochester,"Rochester,",9,0.6500000000000001,-0.18708664335714434,1.0170078766688313,0.5454545454545454,0.36363636363636365,11
area,area.,4,74.91999999999999,1.8745977687032,0.829582021026982,0.0,0.0,11
died,"(died, died",4,157.22000000000008,2.1965077919396996,0.8003174734600267,0.2553191489361702,0.1276595744680851,141
through,"Through, through",7,549.53,2.73999140645708,0.7509098721402657,0.17142857142857143,0.2,35
jr,"Jr., Jr.,",2,8.899999999999988,0.949390006644912,0.9136918175777352,0.6428571428571429,0.1,70
descended,descended,9,1.8000000000000005,0.25527250510330607,0.9767934086269723,0.2727272727272727,0.36363636363636365,11
two,"Two, two",3,1066.3499999999997,3.0278997732839144,0.7247363842469169,0.5217391304347826,0.11594202898550725,69
presidents,"Presidents, presidents.",10,2.7099999999999973,0.43296929087440583,0.9606391553750548,0.1956521739130435,0.10869565217391304,46
h,H.,1,1.0,0.0,1.0,0.7204301075268817,0.13978494623655913,93
indian,Indian,6,3.43,0.5352941200427707,0.9513368981779299,0.36363636363636365,0.18181818181818182,11
greatgreatgreatgreatgreat,great-great-great-great-great,25,1.0,0.0,1.0,0.09090909090909091,0.5454545454545454,11
grandfather,"grandfather, grandfather,",11,24.330000000000005,1.386142108930819,0.8739870810062903,0.2127659574468085,0.2765957446808511,47
president,"President, President., president",9,140.6699999999991,2.148201487458507,0.8047089556855859,0.2151394422310757,0.16334661354581673,251
relocated,relocated,9,0.7999999999999999,-0.09691001300805638,1.0088100011825503,0.18181818181818182,0.09090909090909091,11
norwich,"Norwich,",7,1.0,0.0,1.0,0.34782608695652173,0.13043478260869565,23
vermont,Vermont,7,4.369999999999999,0.6404814369704218,0.9417744148208709,0.18181818181818182,0.36363636363636365,11
anne,Anne,4,20.880000000000013,1.3197304943302242,0.880024500515433,0.44642857142857145,0.26785714285714285,56
hutchinson,"Hutchinson, Hutchinson,, Hutchinson.",10,1.0,0.0,1.0,0.1038961038961039,0.11688311688311688,77
july,"(July, July",4,12.080000000000013,1.0820669342851137,0.9016302787013539,0.5857142857142857,0.14285714285714285,70
17,"17,",2,1.0,0.0,1.0,0.5652173913043478,0.1956521739130435,46
1591,1591,4,1.0,0.0,1.0,0.4090909090909091,0.13636363636363635,22
august,"(August, August",6,10.200000000000012,1.008600171761917,0.9083090752943702,0.5,0.17073170731707318,82
20,"20,",2,1.0,0.0,1.0,0.782608695652174,0.08695652173913043,23
1643,1643),4,1.0,0.0,1.0,0.6363636363636364,0.0,11
unauthorized,unauthorized,12,2.3099999999999996,0.3636119798921444,0.9669443654643503,0.2727272727272727,0.09090909090909091,11
puritan,Puritan,7,0.30999999999999983,-0.508638306165727,1.0462398460150661,0.2727272727272727,0.18181818181818182,22
preacher,preacher,8,6.709999999999997,0.8267225201689924,0.9248434072573644,0.22727272727272727,0.22727272727272727,22
dissident,dissident,9,0.17999999999999997,-0.7447274948966939,1.067702499536063,0.2727272727272727,0.2727272727272727,11
church,"Church, church",6,69.67000000000002,1.8430458105345693,0.8324503808604934,0.30434782608695654,0.08695652173913043,23
discussion,discussion,10,12.140000000000002,1.0842186867392385,0.9014346648418872,0.18181818181818182,0.0,11
group,"Group., group, group,",5,73.76000000000005,1.867820908045573,0.8301980992685847,0.4,0.17142857142857143,35
pioneer,pioneer,7,2.0799999999999996,0.31806333496276157,0.9710851513670218,0.36363636363636365,0.18181818181818182,11
rhode,Rhode,5,1.0,0.0,1.0,0.2222222222222222,0.26666666666666666,45
bronx,"Bronx, Bronx.",5,6.269999999999999,0.7972675408307167,0.9275211326517527,0.18181818181818182,0.045454545454545456,22
eventually,"Eventually, Eventually,, eventually",10,24.429999999999982,1.3879234669734355,0.8738251393660512,0.05714285714285714,0.14285714285714285,35
john,John,4,193.6699999999992,2.287062352554399,0.7920852406768716,0.42073170731707316,0.17682926829268292,164
winthrop,"Winthrop, Winthrop,",8,1.0,0.0,1.0,0.15254237288135594,0.0847457627118644,59
decided,decided,7,88.64999999999999,1.9476787399369366,0.8229382963693694,0.18181818181818182,0.09090909090909091,11
power,power,5,149.02,2.173244559061566,0.8024323128125846,0.5652173913043478,0.391304347826087,23
before,before,6,794.1399999999996,2.8998970715301042,0.7363729934972628,0.3142857142857143,0.08571428571428572,35
influence,influence,9,14.78,1.169674434058807,0.8936659605401084,0.18181818181818182,0.09090909090909091,11
too,too,3,1371.57,3.137217977334607,0.7147983656968541,0.5454545454545454,0.0,11
strong,strong,6,86.86,1.9388198250262105,0.8237436522703446,0.36363636363636365,0.0,11
among,"Among, among",5,33.90000000000005,1.5301996982030808,0.8608909365269924,0.04285714285714286,0.11428571428571428,70
communitys,community's,10,1.0,0.0,1.0,0.09090909090909091,0.18181818181818182,11
men,"men, men.",3,372.76000000000016,2.5714293030614908,0.7662336997216828,0.13043478260869565,0.0,23
twoday,two-day,6,1.0,0.0,1.0,0.0,0.09090909090909091,11
trial,trial,5,49.37,1.6934631272195306,0.8460488066164064,0.36363636363636365,0.0,11
banished,banished,8,1.9600000000000006,0.29225607135647597,0.9734312662403203,0.09090909090909091,0.18181818181818182,11
heretic,heretic,7,0.59,-0.2291479883578558,1.0208316353052598,0.0,0.09090909090909091,11
1638,1638,4,1.0,0.0,1.0,0.8181818181818182,0.2727272727272727,11
followers,followers,9,2.75,0.4393326938302628,0.9600606641972488,0.5454545454545454,0.09090909090909091,11
settle,settle,6,42.019999999999996,1.6234560480699332,0.8524130865390969,0.7272727272727273,0.18181818181818182,11
aquidneck,Aquidneck,9,1.0,0.0,1.0,0.5454545454545454,0.09090909090909091,11
what,what,4,9842.450000000004,3.9931032172362824,0.6369906166148831,0.7272727272727273,0.13636363636363635,22
founded,founded,7,3.0999999999999983,0.4913616938342728,0.9553307551059758,0.34285714285714286,0.37142857142857144,35
town,town,4,247.92000000000004,2.3943115632312266,0.7823353124335245,0.425531914893617,0.2127659574468085,47
portsmouth,"Portsmouth,",10,1.0,0.0,1.0,0.18181818181818182,0.45454545454545453,11
age,age,3,79.20000000000003,1.8987251815894932,0.8273886198555008,0.5652173913043478,0.30434782608695654,23
21,"21,",2,1.0,0.0,1.0,0.5428571428571428,0.2,35
1775,1775,4,1.0,0.0,1.0,0.0,0.25,12
1777,"1777,",4,1.0,0.0,1.0,0.16666666666666666,0.0,12
hindman,Hindman,7,1.0,0.0,1.0,0.2727272727272727,0.15151515151515152,66
served,served,6,19.75,1.2955670999624804,0.8822211727306819,0.1623931623931624,0.15384615384615385,117
maryland�s,Maryland�s,10,1.0,0.0,1.0,0.16666666666666666,0.25,12
revolutionary,"Revolutionary, revolutionary",13,4.39,0.6424645202421216,0.9415941345234439,0.125,0.20833333333333334,24
government,"government, government,, government.",10,65.23999999999997,1.8145139523682379,0.8350441861483414,0.08333333333333333,0.1111111111111111,36
state�s,state�s,7,1.0,0.0,1.0,0.08333333333333333,0.3333333333333333,12
treasurer,Treasurer,9,1.1200000000000003,0.04921802267018165,0.9955256343027107,0.16666666666666666,0.08333333333333333,12
eastern,Eastern,7,8.120000000000001,0.9095560292411752,0.9173130882508023,0.25,0.25,12
shore,Shore.,5,19.860000000000003,1.2979792441593625,0.8820018868946035,0.0,0.0,12
clive,Clive,5,2.6499999999999995,0.42324587393680785,0.9615231023693808,0.0,0.16666666666666666,12
jay,Jay,3,16.099999999999998,1.2068258760318498,0.8902885567243769,0.4166666666666667,0.5833333333333334,12
davis,"Davis, Davis,""",5,17.369999999999983,1.2397998184470973,0.8872909255957194,0.2777777777777778,0.06944444444444445,72
1934,"1934, 1934)",4,1.0,0.0,1.0,0.2916666666666667,0.2916666666666667,24
founder,founder,7,2.1199999999999997,0.3263358609287516,0.9703331035519321,0.2916666666666667,0.25,24
arista,Arista,6,0.08000000000000003,-1.0969100130080565,1.099719092091642,0.5,0.3333333333333333,24
member,"Member, member",6,28.780000000000065,1.4590907896005867,0.8673553827635814,0.31092436974789917,0.18487394957983194,119
rock,"Rock, Rock,, Rock.",4,86.15999999999991,1.9353056902899246,0.824063119064553,0.2777777777777778,0.013888888888888888,72
roll,Roll,4,63.26999999999999,1.801197834459148,0.8362547423218952,0.4583333333333333,0.0,24
hall,Hall,4,51.940000000000026,1.7155019452932836,0.8440452777006109,0.375,0.125,24
fame,Fame,4,8.650000000000002,0.9370161074648139,0.9148167175031984,0.25,0.0,12
nonperformer,nonperformer.,12,1.0,0.0,1.0,0.0,0.0,12
working,working,7,250.48999999999992,2.3987903927521397,0.7819281461134419,0.25,0.0,12
class,class,5,117.34999999999998,2.069483093934611,0.8118651732786718,0.5,0.08333333333333333,12
jewish,Jewish,6,13.759999999999994,1.1386184338994925,0.8964892332818648,0.38235294117647056,0.17647058823529413,34
boy,boy,3,529.8199999999999,2.7241283483094487,0.7523519683355048,0.5833333333333334,0.25,12
grew,grew,4,29.269999999999996,1.4664227224337922,0.86668884341511,0.4166666666666667,0.0,12
brooklyn,"Brooklyn,",8,13.69,1.13640344813399,0.8966905956241825,0.3333333333333333,0.0,12
graduated,graduated,9,7.75,0.8893017025063101,0.9191543906812433,0.16666666666666666,0.17857142857142858,84
universitys,University`s,11,1.0,0.0,1.0,0.16666666666666666,0.16666666666666666,12
college,"College, College"", College,, college",7,85.18000000000013,1.9303376357377353,0.8245147603874773,0.225,0.06666666666666667,120
arts,"Arts, arts",4,9.220000000000006,0.9647309210536295,0.9122971889951251,0.5428571428571428,0.11428571428571428,35
sciences,Sciences,8,0.71,-0.14874165128092473,1.0135219682982657,0.5,0.16666666666666666,12
received,received,8,28.159999999999993,1.4496326504700763,0.8682152135936293,0.20212765957446807,0.20212765957446807,94
scholarship,scholarship,11,9.94,0.9973863843973132,0.9093285105093348,0.08333333333333333,0.16666666666666666,12
harvard,Harvard,7,14.100000000000014,1.14921911265538,0.8955255352131464,0.3333333333333333,0.18333333333333332,60
law,"Law, law",3,116.31000000000007,2.065617055726874,0.812216631297557,0.46808510638297873,0.0425531914893617,47
school,"School, School., school, school,",6,333.12000000000086,2.5226007078304473,0.7706726629245078,0.1927710843373494,0.05421686746987952,166
hired,hired,5,33.0,1.5185139398778877,0.8619532781929192,0.5,0.08333333333333333,12
legal,legal,5,35.709999999999994,1.552789850192782,0.8588372863461107,0.5,0.08333333333333333,12
department,department,10,63.840000000000025,1.8050928783426732,0.8359006474233935,0.08333333333333333,0.08333333333333333,12
cbs,CBS,3,1.0,0.0,1.0,0.3333333333333333,0.16666666666666666,12
subsidiary,subsidiary,10,0.4500000000000001,-0.34678748622465644,1.031526135111332,0.0,0.16666666666666666,12
1974,"1974,",4,1.0,0.0,1.0,0.08333333333333333,0.08333333333333333,12
naming,naming,6,2.14,0.3304137733491909,0.9699623842409827,0.16666666666666666,0.16666666666666666,12
secondary,secondary,9,4.099999999999999,0.6127838567197355,0.9442923766618422,0.2608695652173913,0.21739130434782608,23
honor,honor,5,96.30999999999999,1.9836713828601968,0.8196662379218003,0.25,0.3333333333333333,12
society,"Society., society, society.",7,32.919999999999995,1.5174598265402321,0.8620491066781605,0.08333333333333333,0.1111111111111111,36
erasmus,Erasmus,7,0.14000000000000004,-0.8538719643217619,1.0776247240292511,0.0,0.5,12
darwin,"Darwin, Darwin),, Darwin,, Darwin.",6,2.330000000000003,0.3673559210260187,0.9666040071794542,0.36904761904761907,0.08333333333333333,84
december,"(December, December",8,7.589999999999989,0.8802417758954793,0.9199780203731369,0.5,0.18571428571428572,70
12,"12,",2,1.0,0.0,1.0,0.6666666666666666,0.125,24
1731,1731,4,1.0,0.0,1.0,0.5,0.16666666666666666,12
18,"18,",2,1.0,0.0,1.0,0.647887323943662,0.14084507042253522,71
1802,"1802), 1802.",4,1.0,0.0,1.0,0.16666666666666666,0.08333333333333333,24
trained,trained,7,18.860000000000003,1.2755416884013095,0.8840416646907899,0.25,0.0,12
physician,physician,9,6.139999999999998,0.7881683711411679,0.928348329896257,0.25,0.041666666666666664,24
extensively,extensively,11,0.6100000000000001,-0.2146701649892329,1.019515469544476,0.16666666666666666,0.0,12
medicine,"Medicine, medicine",8,34.20000000000002,1.5340261060561338,0.8605430812676245,0.34285714285714286,0.2571428571428571,35
botany,"botany,",6,0.39000000000000007,-0.40893539297350073,1.0371759448157725,0.5833333333333334,0.4166666666666667,12
poetry,poetry.,6,13.370000000000003,1.1261314072619846,0.8976244175216377,0.0,0.0,12
lived,lived,5,66.03999999999998,1.8198070645907556,0.8345629941281131,0.16666666666666666,0.125,24
lichfield,Lichfield,9,1.0,0.0,1.0,0.3333333333333333,0.4166666666666667,24
derby,"Derby,",5,2.2000000000000006,0.3424226808222064,0.9688706653797997,0.20833333333333334,0.08333333333333333,24
england,"England, England,, England.",7,35.21999999999993,1.5467893516312579,0.8593827862153395,0.14285714285714285,0.06666666666666667,105
members,members,7,24.0,1.3802112417116061,0.8745262507534903,0.16666666666666666,0.25,24
lunar,Lunar,5,2.0599999999999996,0.3138672203691534,0.9714666163300768,0.08333333333333333,0.5,12
darwinwedgwood,Darwin-Wedgwood,14,1.0,0.0,1.0,0.0,0.16666666666666666,12
famously,famously,8,0.6300000000000003,-0.2006594505464182,1.018241768231493,0.3333333333333333,0.25,24
grandson,"(grandson, grandson, grandson,",8,7.980000000000008,0.9020028913507278,0.9179997371499337,0.2535211267605634,0.15492957746478872,71
near,"(near, near",4,83.09999999999995,1.9196010237841112,0.8254908160196265,0.42857142857142855,0.2,35
elston,Elston,6,1.0,0.0,1.0,0.25,0.16666666666666666,12
nottingham,"Nottingham,",10,1.0,0.0,1.0,0.25,0.0,12
educated,educated,8,5.53,0.7427251313046986,0.9324795335177546,0.2916666666666667,0.3333333333333333,24
chesterfield,Chesterfield,12,0.25,-0.6020599913279624,1.0547327264843602,0.4166666666666667,0.16666666666666666,12
st,"St, St.",2,50.23999999999989,1.7010496307291407,0.8453591244791687,0.5662650602409639,0.12048192771084337,83
johns,John's,5,1.8799999999999992,0.27415784926367975,0.9750765591578472,0.08333333333333333,0.25,12
cambridge,"Cambridge, Cambridge,, Cambridge.",9,2.8199999999999976,0.45024910831936144,0.9590682628800585,0.027777777777777776,0.027777777777777776,36
obtained,obtained,8,2.41,0.3820170425748684,0.9652711779477395,0.08333333333333333,0.16666666666666666,12
degree,"Degree, degree",6,14.879999999999997,1.1726029312098596,0.8933997335263777,0.26666666666666666,0.2,60
edinburgh,Edinburgh,9,1.51,0.17897694729316946,0.9837293684278935,0.08333333333333333,0.25,12
medical,"Medical, medical",7,54.39000000000004,1.7355190588151712,0.8422255401077121,0.17142857142857143,0.05714285714285714,35
practised,practised,9,0.5700000000000001,-0.24412514432750856,1.0221931949388645,0.08333333333333333,0.08333333333333333,12
staffordshire,Staffordshire,13,1.0,0.0,1.0,0.25,0.0,12
twenty,twenty,6,27.02,1.4316853446860114,0.869846786846726,0.5833333333333334,0.25,12
invited,invited,7,40.470000000000006,1.6071332043915663,0.8538969814189485,0.08333333333333333,0.25,12
him,"him, him.",3,3484.5100000000048,3.5421417152151076,0.6779871167986261,0.4787234042553192,0.18085106382978725,94
royal,"Royal,, royal",5,23.240000000000006,1.3662361237182943,0.8757967160256105,0.4722222222222222,0.16666666666666666,36
declined,"declined, declined.",8,1.57,0.1958996524092337,0.9821909406900698,0.041666666666666664,0.125,24
1781,1781,4,1.0,0.0,1.0,0.0,0.08333333333333333,12
suddenly,suddenly,8,55.96,1.7478777058197894,0.8411020267436554,0.16666666666666666,0.0,12
18th,18th,4,1.0,0.0,1.0,0.6666666666666666,0.25,12
important,important,9,207.59000000000006,2.3172064288998233,0.7893448701000163,0.125,0.041666666666666664,24
scientific,scientific,10,11.370000000000003,1.0557604646877357,0.9040217759374791,0.11428571428571428,0.14285714285714285,35
zoonomia,Zoonomia,8,1.0,0.0,1.0,0.0,0.25,12
17941796,"(1794-1796),",8,1.0,0.0,1.0,0.25,0.08333333333333333,12
contains,contains,8,5.1000000000000005,0.7075701760979366,0.935675438536551,0.08333333333333333,0.0,12
system,"system, system.",6,91.51000000000008,1.9614685553507858,0.8216846767862914,0.17142857142857143,0.08571428571428572,35
pathology,"pathology,",9,1.43,0.15533603746506183,0.9858785420486309,0.08333333333333333,0.0,12
treatise,treatise,8,0.29,-0.537602002101044,1.0488729092819131,0.08333333333333333,0.0,12
generation,"""generation,"", Generation.",10,12.139999999999993,1.084218686739238,0.9014346648418868,0.125,0.125,24
words,words,5,122.02,2.086431020656369,0.8103244526676027,0.08333333333333333,0.0,12
robert,Robert,6,63.18000000000004,1.8005796215691319,0.8363109434937147,0.19791666666666666,0.23958333333333334,96
anticipated,anticipated,11,2.6299999999999994,0.419955748489758,0.9618222046827491,0.08333333333333333,0.16666666666666666,12
views,views,5,4.04,0.6063813651106048,0.9448744213535817,0.3333333333333333,0.0,12
jeanbaptiste,Jean-Baptiste,12,1.0,0.0,1.0,0.16666666666666666,0.4166666666666667,12
lamarck,"Lamarck,",7,1.0,0.0,1.0,0.3333333333333333,0.08333333333333333,12
turn,turn,4,306.4700000000001,2.486387968341791,0.7739647301507463,0.4166666666666667,0.08333333333333333,12
regarded,regarded,8,2.04,0.30963016742589905,0.9718518029612822,0.11428571428571428,0.17142857142857143,35
have,have,4,6161.410000000003,3.7896801091039256,0.6554836264450973,0.4444444444444444,0.05555555555555555,36
foreshadowed,foreshadowed,12,1.0,0.0,1.0,0.08333333333333333,0.08333333333333333,12
theory,theory,6,28.61000000000001,1.4565178578052629,0.8675892856540669,0.5,0.25,12
evolution,evolution.,9,5.329999999999999,0.7267272090265723,0.9339338900884934,0.0,0.0,12
eunice,Eunice,6,1.0,0.0,1.0,0.0,0.16666666666666666,12
kennedy,"Kennedy, Kennedy,, Kennedy.",7,11.730000000000013,1.0692980121155284,0.9027910898076785,0.19047619047619047,0.10714285714285714,84
shriver,"Shriver, Shriver,",7,0.3499999999999998,-0.45593195564972444,1.0414483596045203,0.16666666666666666,0.2222222222222222,36
1921,"1921, 1921,",4,1.0,0.0,1.0,0.2857142857142857,0.05714285714285714,35
brookline,"Brookline,",9,1.0,0.0,1.0,0.4166666666666667,0.25,12
father,"father, father,, father.",6,554.4900000000002,2.7438937182327336,0.7505551165242964,0.25,0.19444444444444445,72
p,P.,1,1.0,0.0,1.0,0.75,0.16666666666666666,12
mother,"mother, mother,, mother.)",6,479.9199999999993,2.681168848929398,0.7562573773700548,0.22033898305084745,0.05084745762711865,59
rose,Rose,4,53.01999999999999,1.7244397233970752,0.8432327524184479,0.4166666666666667,0.3333333333333333,24
sargent,Sargent,7,1.0,0.0,1.0,0.25,0.375,24
ambassador,ambassador,10,13.51,1.1306553490220304,0.8972131500889061,0.16666666666666666,0.08333333333333333,12
france,"France, France.",6,27.059999999999963,1.4323277922616033,0.8697883825216713,0.3,0.15,60
1968,"1968, 1968)",4,1.0,0.0,1.0,0.5833333333333334,0.041666666666666664,24
1970,"1970), 1970,",4,1.0,0.0,1.0,0.375,0.041666666666666664,24
democratic,Democratic,10,3.5499999999999994,0.5502283530550941,0.9499792406313552,0.25,0.25,12
vicepresidential,vice-presidential,16,1.0,0.0,1.0,0.08333333333333333,0.16666666666666666,12
1972,"1972,, 1972.",4,1.0,0.0,1.0,0.2916666666666667,0.0,24
actively,actively,8,0.8200000000000002,-0.0861861476162833,1.0078351043287532,0.16666666666666666,0.25,12
campaigned,campaigned,10,0.24000000000000007,-0.6197887582883939,1.0563444325716722,0.08333333333333333,0.16666666666666666,12
arnold,"Arnold, Arnold;",6,8.449999999999998,0.9268567089496925,0.9157402991863922,0.4166666666666667,0.125,24
schwarzeneggers,Schwarzenegger's,15,1.0,0.0,1.0,0.25,0.08333333333333333,12
successful,successful,10,20.329999999999995,1.3081373786380386,0.8810784201238148,0.16666666666666666,0.25,12
bid,bid,3,12.589999999999991,1.1000257301078622,0.8999976608992848,0.4444444444444444,0.1388888888888889,36
governor,"Governor, governor",8,26.83999999999999,1.4287825114969543,0.8701106807730036,0.16666666666666666,0.16666666666666666,48
california,"California, California), California,, California.",10,38.67000000000005,1.5873741720730647,0.855693257084268,0.30526315789473685,0.14736842105263157,95
2003,"2003), 2003,, 2003.",4,1.0,0.0,1.0,0.17647058823529413,0.029411764705882353,34
king,"King, King), King,, King.",4,129.25,2.1114305517659777,0.808051768021273,0.4025974025974026,0.1038961038961039,154
