word,original_forms,length,frequency,log_frequency,predictability,skip_probability,total_occurrences
kerry,"Kerry,",5,6.82,0.8337843746564791,0.00010000000000000003,0.4166666666666667,12
tyndal,Tyndal,6,1.0,0.0,0.00010000000000000003,0.4166666666666667,12
actors,actors,6,12.629999999999997,1.1014033505553305,0.00010000000000000003,0.4166666666666667,12
losing,losing,6,53.37,1.7272972028035873,0.00010000000000000003,0.4166666666666667,12
chairman,"chairman, chairman,",8,11.860000000000007,1.0740846890282436,9.999999999999999e-05,0.4166666666666667,24
usga,(USGA),4,1.0,0.0,0.00010000000000000003,0.4166666666666667,12
1922,1922,4,1.0,0.0,0.00010000000000000003,0.4166666666666667,12
seen,seen,4,384.96,2.5854156056597506,0.00010000000000000003,0.4166666666666667,12
sat,sat,3,28.61000000000001,1.4565178578052629,0.0016461700048732587,0.4166666666666667,12
1915,"1915),",4,1.0,0.0,0.00010000000000000003,0.4166666666666667,12
invitation,invitation,10,14.879999999999997,1.1726029312098596,0.036002869268934194,0.4166666666666667,12
protest,protest,7,8.78,0.9434945159061029,0.00010000000000000003,0.4166666666666667,12
horse,horse,5,92.88,1.967922206730517,0.9450008046827937,0.4166666666666667,12
musician,"musician,",8,6.04,0.7810369386211317,0.00010000000000000003,0.4166666666666667,12
ironman,ironman,7,0.019999999999999997,-1.6989700043360187,0.00010000000000000003,0.4166666666666667,12
1865,1865,4,1.0,0.0,0.00012669689804790731,0.4166666666666667,12
political,political,9,21.860000000000003,1.3396501576136843,0.00010000000000000003,0.4166666666666667,12
maynard,Maynard,7,1.0,0.0,0.00010000000000000003,0.4166666666666667,12
newly,newly,5,2.75,0.4393326938302628,0.00010000000000000003,0.4166666666666667,12
works,works,5,105.03999999999998,2.0213547130814224,0.00010000000000000003,0.4166666666666667,12
1965,1965,4,1.0,0.0,0.00010000000000000003,0.4166666666666667,12
1575,1575),4,1.0,0.0,0.00010000000000000003,0.4166666666666667,12
anthony,Anthony,7,15.389999999999995,1.187238619831479,0.00010000000000000003,0.4166666666666667,12
force,Force,5,70.66999999999999,1.8492350913147224,0.0073557751153542905,0.4166666666666667,12
pilot,"pilot, pilot,",5,26.67,1.4260230156898759,9.999999999999999e-05,0.4166666666666667,24
never,never,5,1362.5500000000006,3.1343524480684395,0.008199946931741057,0.4166666666666667,36
boys,boys',4,224.16,2.350558117941699,0.00010000000000000003,0.4166666666666667,12
dwight,Dwight,6,5.369999999999998,0.7299742856995556,0.0002788443786609761,0.4166666666666667,12
los,Los,3,1.0,0.0,0.00044667901789429326,0.4166666666666667,24
none,none,4,110.60999999999997,2.043794392325779,0.0001264501533495496,0.4166666666666667,12
portugal,Portugal,8,1.33,0.1238516409670858,0.00010000000000000003,0.4166666666666667,12
1794,"1794,",4,1.0,0.0,0.00010000000000000003,0.4166666666666667,12
say,say,3,1639.78,3.2147855851238654,0.00010000000000000003,0.4166666666666667,12
surprise,surprise,8,88.89999999999999,1.9489017609702135,0.00010000000000000003,0.4166666666666667,12
outcome,outcome,7,3.9399999999999995,0.595496221825574,0.00010000000000000003,0.4166666666666667,12
putting,putting,7,67.98,1.8323811602470412,0.00010000000000000003,0.4166666666666667,12
able,able,4,159.90000000000006,2.2038484637462337,0.0011413987362938285,0.4166666666666667,24
1817,1817,4,1.0,0.0,0.00010000000000000003,0.4166666666666667,12
retire,"retire,",6,9.78,0.9903388547876015,0.00010000000000000003,0.4166666666666667,12
lady,Lady,4,217.07999999999996,2.336619812907439,0.000441662557253415,0.4166666666666667,12
helge,Helge,5,1.0,0.0,0.00010000000000000003,0.4166666666666667,12
extremely,extremely,9,23.73,1.3752977382173392,0.00010000000000000003,0.4166666666666667,12
opened,(opened,6,33.84000000000001,1.5294303543669863,0.00010000000000000003,0.4166666666666667,12
blue,Blue,4,102.39,2.0102575429983007,0.00015633837141398857,0.4166666666666667,12
creole,Creole,6,1.08,0.03342375548694974,0.00010000000000000003,0.4166666666666667,12
scool,scool,5,1.0,0.0,0.00010000000000000003,0.4166666666666667,12
met,met,3,191.32999999999996,2.2817830715064464,0.0009320565214880756,0.4166666666666667,12
would,would,5,1767.8800000000003,3.2474527826756234,0.001709339556074269,0.4166666666666667,48
caused,caused,6,25.839999999999993,1.4122925093230465,0.00010000000000000003,0.4166666666666667,12
lucy,Lucy,4,41.800000000000004,1.6211762817750353,0.00010000000000000003,0.4166666666666667,12
staff,staff,5,32.0,1.505149978319906,0.00010000000000000003,0.4166666666666667,12
briefly,briefly,7,3.1999999999999997,0.5051499783199062,0.00010000000000000003,0.4166666666666667,12
retreat,retreat,7,9.489999999999998,0.9772662124272925,0.00010000000000000003,0.4166666666666667,12
fortune,"fortune""",7,29.759999999999994,1.4736329268738408,0.00010000000000000003,0.4166666666666667,12
earl,Earl,4,20.430000000000003,1.3102683666324475,0.00010000000000000003,0.4166666666666667,12
1898,1898,4,1.0,0.0,0.00010000000000000003,0.4166666666666667,12
delilah,Delilah,7,4.1000000000000005,0.6127838567197355,0.00010000000000000003,0.4166666666666667,12
combat,combat,6,13.840000000000002,1.141136090120739,0.00010000000000000003,0.4166666666666667,12
launched,launched,8,3.7599999999999985,0.575187844927661,0.00010000000000000003,0.4166666666666667,12
command,command,7,43.63,1.6397852129868202,0.00010000000000000003,0.4166666666666667,12
bb9,(BB-9),3,1.0,0.0,0.00010000000000000003,0.4166666666666667,12
llb,LLB,3,0.06000000000000002,-1.2218487496163564,0.00010000000000000003,0.4166666666666667,12
normal,Normal,6,70.37,1.8473875510273954,0.00010000000000000003,0.4166666666666667,12
fictional,fictional,9,1.3900000000000003,0.14301480025409502,0.00010000000000000003,0.4166666666666667,12
casino,Casino,6,20.37,1.3089910290001643,0.00010000000000000003,0.4166666666666667,12
careers,careers,7,3.0799999999999996,0.4885507165004442,0.00010000000000000003,0.4166666666666667,12
simon,Simon,5,24.860000000000003,1.3955011243056263,0.00010000000000000003,0.4166666666666667,12
22nd,22nd,4,1.0,0.0,0.00010000000000000003,0.4166666666666667,12
grew,grew,4,29.269999999999996,1.4664227224337922,0.00010000000000000003,0.4166666666666667,12
jay,Jay,3,16.099999999999998,1.2068258760318498,0.00010000000000000003,0.4166666666666667,12
federal,"Federal, federal",7,23.0,1.3617278360175928,0.0003942697190638391,0.4117647058823529,34
january,"(January, January",7,6.6900000000000315,0.8254261177678212,0.0004757453760374619,0.4117647058823529,187
year,"year, year""), year,, year.",4,277.91999999999916,2.443919801103026,0.005151878733020928,0.4098360655737705,122
again,"again, again,",5,792.7099999999996,2.8991143368327665,0.0,0.4090909090909091,22
paternal,paternal,8,0.8000000000000003,-0.0969100130080564,0.0,0.4090909090909091,22
number,number,6,240.93999999999994,2.381908906005798,0.10567119699688718,0.4090909090909091,22
final,"Final, final",5,49.66999999999999,1.6960941599952235,5.0000000000000016e-05,0.4090909090909091,22
swiss,Swiss,5,6.290000000000003,0.798650645445269,0.0001,0.4090909090909091,22
ferrer,"Ferrer, Ferrer,",6,0.13999999999999999,-0.8538719643217619,4.9999999999999975e-05,0.4090909090909091,66
irish,Irish,5,1.5500000000000005,0.1903316981702914,0.0,0.4090909090909091,22
hitler,Hitler,6,12.31,1.090258052931316,0.0,0.4090909090909091,22
around,around,6,736.7299999999997,2.8673083548951777,0.0,0.4090909090909091,22
county,"County, County,",6,33.76,1.5284024379536165,5e-05,0.4090909090909091,44
failure,failure,7,20.019999999999996,1.3014640731433003,0.00022118630346404467,0.4090909090909091,22
1591,1591,4,1.0,0.0,5.0000000000000016e-05,0.4090909090909091,22
role,"Role, role, role,",4,18.22000000000002,1.2605483726369788,0.07190870227347206,0.4074074074074074,81
king,"King, King), King,, King.",4,129.25,2.1114305517659777,9.999999999999976e-05,0.4025974025974026,154
1904,"1904,",4,1.0,0.0,0.00010000000000000002,0.4,10
lost,"Lost, lost",4,274.0,2.4377505628203875,0.0003043084074847808,0.4,35
group,"Group., group, group,",5,73.76000000000005,1.867820908045573,0.0008138079215747109,0.4,35
13,"13,, 13.",2,1.0,0.0,9.999999999999994e-05,0.4,35
prize,"Prize, prize",5,22.38999999999999,1.3500540935790313,0.5574697548808478,0.4,45
michele,Michele,7,1.0,0.0,0.00010000000000000002,0.4,10
went,went,4,411.5099999999996,2.6143803933564302,0.004242450898343541,0.39655172413793105,58
firm,"firm, firm,, firm.",4,35.26999999999999,1.5474054596674887,9.999999999999999e-05,0.3958333333333333,48
great,great,5,820.8600000000005,2.9142690932801227,0.0003793427399923566,0.3958333333333333,48
known,known,5,123.53000000000004,2.0917724414196837,0.0020993910900930337,0.3950617283950617,81
had,had,3,1675.9200000000035,3.2242532837526183,0.03927607261069529,0.3930635838150289,173
singer,singer,6,15.690000000000023,1.1956229435869385,6.071428571428568e-05,0.39285714285714285,56
cameo,cameo,5,0.47000000000000003,-0.3279021420642827,5.217391304347828e-05,0.391304347826087,23
movies,"movies, movies,",6,46.0,1.662757831681574,0.00010130034461164648,0.391304347826087,46
twin,"Twin, twin",4,10.430000000000005,1.0182843084265303,0.0001,0.391304347826087,23
1967,"(1967),, 1967)",4,1.0,0.0,5.217391304347828e-05,0.391304347826087,23
nephew,"nephew, nephew,",6,16.589999999999993,1.2198463860243611,5.217391304347828e-05,0.391304347826087,23
action,"""action, action",6,61.079999999999984,1.7858990283843845,0.0009589695180547289,0.391304347826087,23
marie,Marie,5,26.429999999999996,1.42209716313171,5.217391304347828e-05,0.391304347826087,23
1901,"1901, 1901.",4,1.0,0.0,5.217391304347828e-05,0.391304347826087,23
km,"km, km?)",2,1.3700000000000008,0.1367205671564067,0.0001,0.391304347826087,23
where,"(where, where",5,1830.2199999999973,3.262503296857931,0.0004961175569224759,0.3902439024390244,164
george,"-George, George",6,146.54999999999978,2.1659858227744624,9.757680142970307e-05,0.38934426229508196,244
comedy,comedy,6,11.800000000000006,1.071882007306125,0.0001125362976125026,0.3888888888888889,36
1943,"1943, 1943,",4,1.0,0.0,9.999999999999994e-05,0.3888888888888889,36
walker,"Walker),, Walker,",6,15.840000000000009,1.1997551772534742,0.00010000000000000005,0.38333333333333336,60
british,British,7,25.160000000000004,1.4007106367732318,0.0017001618807209887,0.3829787234042553,47
widely,widely,6,1.49,0.17318626841227405,0.0010967093807142793,0.3829787234042553,47
november,"(November, November",8,8.759999999999993,0.9425041061680836,0.0002955059012793772,0.3828125,128
jewish,Jewish,6,13.759999999999994,1.1386184338994925,0.00024637057534104937,0.38235294117647056,34
times,"times, times,",5,220.0200000000002,2.3424621603442457,0.015797570138921718,0.38235294117647056,34
made,made,4,561.2900000000004,2.7491873048537245,0.0062121483204099735,0.38235294117647056,34
which,"(which, which",5,477.2400000000014,2.6787368370336146,0.005133903409269963,0.38207547169811323,212
henry,Henry,5,76.54999999999977,1.8839451950342836,7.053905658555385e-05,0.3817204301075269,186
actor,"actor, actor,, actor.",5,26.329999999999966,1.4204508591060685,7.608695652173919e-05,0.3804347826086957,92
writer,"writer, writer,",6,23.52999999999998,1.371621927176022,0.0157593604190639,0.38028169014084506,71
whom,"(whom, whom",4,35.200000000000024,1.54654266347813,2.6666666666666673e-05,0.37777777777777777,45
first,"First, first",5,840.570000000003,2.9245738859466472,0.0025658417766191025,0.37681159420289856,138
lawn,Lawn,4,12.35,1.0916669575956846,9.999999999999999e-05,0.375,24
1939,"1939, 1939.",4,1.0,0.0,9.999999999999999e-05,0.375,24
roles,roles,5,2.899999999999999,0.4623979978989558,9.999999999999999e-05,0.375,24
1970,"1970), 1970,",4,1.0,0.0,9.999999999999999e-05,0.375,24
supporting,"Supporting, supporting",10,4.5900000000000025,0.6618126855372615,9.999999999999999e-05,0.375,24
major,major,5,104.76000000000005,2.020195489753194,0.0020781198930805134,0.375,24
highly,highly,6,21.199999999999992,1.326335860928751,9.999999999999999e-05,0.375,24
divinity,Divinity,8,0.84,-0.0757207139381184,9.999999999999999e-05,0.375,24
jonathan,Jonathan,8,13.94,1.1442627737619906,9.999999999999999e-05,0.375,24
post,"post, post),",4,32.429999999999986,1.5109469486729734,9.999999999999999e-05,0.375,24
europe,"Europe, Europe,",6,26.820000000000007,1.4284587735155798,9.999999999999999e-05,0.375,24
removed,"removed),, removed).",7,14.450000000000005,1.1598678470925654,9.999999999999999e-05,0.375,48
cecil,"Cecil, Cecil,",5,1.9600000000000006,0.29225607135647613,9.999999999999999e-05,0.375,24
skull,Skull,5,14.709999999999999,1.1676126727275298,9.999999999999999e-05,0.375,24
sales,sales,5,12.71,1.1041455505540083,9.999999999999999e-05,0.375,24
acting,acting,6,52.450000000000024,1.719745492529576,9.999999999999999e-05,0.375,24
hall,Hall,4,51.940000000000026,1.7155019452932836,0.00010517824873434892,0.375,24
cabinet,"Cabinet, cabinet",7,8.330000000000004,0.9206450014067874,0.00012552589355352943,0.375,24
twice,twice,5,62.56999999999999,1.79636615497752,7.212222770355355e-05,0.37142857142857144,35
nobel,Nobel,5,3.2399999999999998,0.5105450102066126,9.999999999999998e-05,0.3695652173913043,46
london,"London,",6,46.01999999999999,1.6629466143326253,9.999999999999998e-05,0.3695652173913043,46
congress,"Congress, Congress,",8,8.22000000000001,0.9148718175400508,9.999999999999998e-05,0.3695652173913043,46
1963,"1963, 1963), 1963,",4,1.0,0.0,7.608695652173908e-05,0.3695652173913043,46
darwin,"Darwin, Darwin),, Darwin,, Darwin.",6,2.330000000000003,0.3673559210260187,0.00010000000000000006,0.36904761904761907,84
island,"Island, Island,, Island., island",6,39.57000000000007,1.59736605026603,0.08474479904076049,0.36893203883495146,103
children,"Children"", children, children,",8,175.1000000000002,2.243286146083448,0.011983054127877743,0.36764705882352944,68
they,"They, they",4,4102.940000000001,3.613095166038457,0.10456195862827433,0.3670886075949367,79
united,United,6,50.270000000000245,1.7013088852280762,0.0075760766118785055,0.3670212765957447,188
toward,toward,6,22.920000000000005,1.360214613295352,0.0,0.36363636363636365,11
rips,rips,4,1.3499999999999999,0.13033376849500614,0.0,0.36363636363636365,11
shirt,shirt,5,46.37,1.6662370958958044,0.0,0.36363636363636365,11
strong,strong,6,86.86,1.9388198250262105,0.0,0.36363636363636365,11
mouth,mouth,5,104.41,2.0187420957623816,0.0,0.36363636363636365,11
duet,duet,4,1.2899999999999998,0.11058971029924901,0.0,0.36363636363636365,11
sang,sang,4,8.22,0.9148718175400503,0.0,0.36363636363636365,11
trial,trial,5,49.37,1.6934631272195306,0.0,0.36363636363636365,11
crosby,"Crosby,",6,1.4700000000000002,0.16731733474817603,0.0,0.36363636363636365,11
nearby,nearby,6,8.33,0.9206450014067878,0.0,0.36363636363636365,11
requested,requested,9,8.629999999999999,0.9360107957152095,0.0,0.36363636363636365,11
uncommon,Uncommon,8,2.16,0.33445375115093084,0.00010000000000000003,0.36363636363636365,11
cincinnati,"Cincinnati,",10,3.2199999999999993,0.507855871695831,0.0,0.36363636363636365,11
street,Street,6,148.18000000000004,2.170789590446391,0.15520544634053793,0.36363636363636365,11
wlw,WLW,3,1.0,0.0,0.0,0.36363636363636365,11
physiologist,physiologist,12,0.09999999999999999,-1.0,0.00010000000000000003,0.36363636363636365,11
nerve,nerve,5,22.960000000000004,1.360971883725936,0.00010000000000000003,0.36363636363636365,11
electrical,electrical,10,8.629999999999999,0.9360107957152095,0.00019742660172990904,0.36363636363636365,11
organism,organism,8,2.0399999999999996,0.3096301674258988,0.00010000000000000003,0.36363636363636365,11
coordinated,coordinated,11,1.08,0.03342375548694974,0.00010000000000000003,0.36363636363636365,11
nicks,(Nick's,5,0.71,-0.14874165128092473,0.0,0.36363636363636365,11
tank,Tank,4,25.61000000000001,1.4084095784684296,0.0,0.36363636363636365,11
funds,funds,5,6.61,0.8202014594856404,0.0,0.36363636363636365,11
dry,Dry,3,42.82,1.6316466629584192,0.0,0.36363636363636365,11
newcomb,Newcomb,7,1.0,0.0,0.00010000000000000003,0.36363636363636365,11
cooler,"Cooler,",6,7.060000000000001,0.8488047010518038,0.0,0.36363636363636365,11
ghosts,Ghosts,6,14.080000000000002,1.1486026548060937,0.0,0.36363636363636365,11
indian,Indian,6,3.43,0.5352941200427707,0.0,0.36363636363636365,11
harbor,"Harbor,",6,11.019999999999998,1.042181594515766,0.0,0.36363636363636365,11
cited,cited,5,0.75,-0.12493873660829992,0.00010000000000000003,0.36363636363636365,11
along,"Along, along",5,182.94000000000003,2.2623086747490238,0.0,0.36363636363636365,22
2002,"2002), 2002.",4,1.0,0.0,3.333333333333334e-05,0.36363636363636365,33
voting,voting,6,4.730000000000001,0.6748611407378116,0.0,0.36363636363636365,11
saturday,Saturday,8,47.51,1.6767850304192045,0.0,0.36363636363636365,22
ruthy,"Ruthy,",5,1.0,0.0,0.00010000000000000003,0.36363636363636365,11
bennett,Bennett,7,1.0,0.0,0.0,0.36363636363636365,11
pioneer,pioneer,7,2.0799999999999996,0.31806333496276157,0.0,0.36363636363636365,11
initiative,initiative,10,2.75,0.4393326938302628,0.0,0.36363636363636365,11
associate,associate,9,8.980000000000002,0.9532763366673044,0.0,0.36363636363636365,11
eleven,eleven,6,12.98,1.1132746924643506,0.0,0.36363636363636365,11
employees,employees,9,11.960000000000003,1.0777311796523923,0.0,0.36363636363636365,11
alamo,Alamo,5,1.43,0.15533603746506183,0.0,0.36363636363636365,11
concept,concept,7,10.840000000000002,1.0350292822023681,0.0,0.36363636363636365,11
indicate,indicate,8,8.33,0.9206450014067878,0.0,0.36363636363636365,11
ethics,Ethics,6,5.3500000000000005,0.7283537820212285,0.0,0.36363636363636365,11
movement,"movement, movement,",8,14.839999999999996,1.171433900943008,5.0000000000000016e-05,0.36363636363636365,22
fischer,Fischer,7,1.0,0.0,0.0,0.36363636363636365,11
eccles,"Eccles,",6,1.0,0.0,0.00010000000000000003,0.36363636363636365,11
home,home,4,774.33,2.888926085535086,0.0,0.36363636363636365,11
prosperous,prosperous,10,1.25,0.09691001300805645,0.0,0.36363636363636365,11
dunne,Dunne,5,2.25,0.35218251811136253,0.00010000000000000003,0.36363636363636365,11
engineer,"Engineer, engineer",8,11.69,1.0678145111618396,0.0,0.36363636363636365,22
splendor,splendor,8,1.18,0.07188200730612536,0.00010000000000000003,0.36363636363636365,11
shifted,shifted,7,1.49,0.17318626841227402,0.00010000000000000003,0.36363636363636365,11
tesla,Tesla),5,0.84,-0.07572071393811837,0.00010000000000000003,0.36363636363636365,11
drummer,drummer,7,3.6700000000000013,0.5646660642520892,0.00010000000000000003,0.36363636363636365,11
miami,Miami,5,15.919999999999998,1.2019430634016501,0.00010000000000000003,0.36363636363636365,11
michigan,Michigan),8,5.840000000000001,0.7664128471123995,0.0,0.36363636363636365,11
springwells,Springwells,11,1.0,0.0,0.0,0.36363636363636365,11
pride,Pride,5,27.670000000000012,1.4420091591409518,0.00010000000000000003,0.36363636363636365,11
spring,spring,6,31.31,1.4956830676169155,0.0034827136979540267,0.36363636363636365,11
township,Township,8,0.49000000000000016,-0.30980391997148626,0.0,0.36363636363636365,11
explanation,explanation,11,20.06,1.3023309286843996,0.00010000000000000003,0.36363636363636365,11
exam,exam,4,13.409999999999998,1.1274287778515986,0.00010000000000000003,0.36363636363636365,11
miracle,"""miracle",7,26.65,1.4256972133625911,0.00010000000000000003,0.36363636363636365,11
grace,"Grace,",5,42.290000000000006,1.6262376851469005,0.00010000000000000003,0.36363636363636365,11
hochschule,Hochschule,10,1.0,0.0,0.00010000000000000003,0.36363636363636365,11
effect,effect,6,23.900000000000002,1.3783979009481373,0.00020691843275380846,0.36363636363636365,11
initially,initially,9,2.0599999999999996,0.3138672203691534,0.00010000000000000003,0.36363636363636365,11
section,section,7,27.329999999999988,1.4366396316926606,0.00010000000000000003,0.36363636363636365,11
interests,interests,9,13.27,1.1228709228644358,0.0005210930600535159,0.36363636363636365,11
monica,"Monica,",6,20.63,1.3144992279731513,0.00010000000000000003,0.36363636363636365,11
papers,papers,6,51.73000000000001,1.7137424784090824,0.00010000000000000003,0.36363636363636365,11
patent,Patent,6,2.4699999999999998,0.39269695325966575,0.00010000000000000003,0.36363636363636365,11
interest,interest,8,50.940000000000026,1.7070589406275969,0.0,0.36363636363636365,22
returning,returning,9,11.569999999999999,1.0633333589517497,0.00010000000000000003,0.36363636363636365,11
bern,"Bern,",4,1.0,0.0,0.00010000000000000003,0.36363636363636365,11
bruce,"Bruce,",5,21.329999999999995,1.328990855449429,0.00010000000000000003,0.36363636363636365,11
hence,hence,5,4.840000000000001,0.6848453616444125,0.00041665894552754714,0.36363636363636365,11
18261905,(1826-1905),8,1.0,0.0,0.0,0.36363636363636365,11
acquaintance,acquaintance,12,5.3500000000000005,0.7283537820212285,0.00010000000000000003,0.36363636363636365,11
science,science,7,37.25,1.571126277084312,0.00010000000000000003,0.36363636363636365,11
series,series,6,20.160000000000014,1.3044905277734862,0.007071955062223279,0.36231884057971014,69
time,"time, time,, time.",4,1958.6300000000015,3.2919524022351534,0.008727052023476534,0.3620689655172414,58
her,"Her, her",3,2835.8199999999993,3.4526786611063494,0.015908439993044903,0.3619047619047619,210
monroe,"Monroe, Monroe,",6,6.75,0.8293037728310252,0.23012476433676576,0.3617021276595745,47
martin,"Martin, Martin,",6,42.54999999999997,1.6288995644206066,7.659574468085102e-05,0.3617021276595745,47
poet,"poet, poet,, poet.",4,9.220000000000006,0.9647309210536295,0.00010038670755987987,0.3611111111111111,36
south,South,5,64.46999999999998,1.809357670211106,0.00011801309257224132,0.3611111111111111,36
presley,"Presley, Presley)",7,1.4300000000000024,0.1553360374650618,0.15006674330312314,0.3611111111111111,72
1947,"1947, 1947), 1947,",4,1.0,0.0,9.999999999999994e-05,0.3611111111111111,36
bush,"Bush, Bush), Bush,, Bush.",4,14.11999999999991,1.1498346967157882,7.297297297297266e-05,0.35872235872235875,407
us,U.S.,2,1695.6500000000008,3.2293362142207678,0.0007404982603726474,0.3544973544973545,189
election,"election, election,",8,10.980000000000006,1.0406023401140723,0.00497833572994031,0.3541666666666667,48
herbert,Herbert,7,4.22,0.6253124509616734,0.0073785756277826055,0.3541666666666667,48
small,small,5,124.96000000000001,2.096771016533225,0.02554089979048678,0.35294117647058826,34
french,French,6,69.43000000000002,1.8415471652565518,3.5294117647058834e-05,0.35294117647058826,34
captain,"Captain, captain",7,208.27000000000027,2.3186267170299684,0.00021801767590264005,0.3508771929824561,57
yale,"Yale, Yale.",4,14.389999999999988,1.1580607939366054,0.00010000000000000005,0.35,60
sent,sent,4,138.0,2.1398790864012365,0.0007943189987163645,0.34782608695652173,23
mississippi,"Mississippi, Mississippi,",11,6.650000000000003,0.8228216453031046,5.217391304347828e-05,0.34782608695652173,23
aldous,Aldous,6,1.0,0.0,0.0001,0.34782608695652173,23
greatest,greatest,8,48.309999999999974,1.684037037486519,0.0006592747373486527,0.34782608695652173,23
1894,"1894, 1894,",4,1.0,0.0,0.0001,0.34782608695652173,23
stayed,stayed,6,32.71000000000001,1.5146805441249813,5.217391304347828e-05,0.34782608695652173,23
tony,Tony,4,68.69000000000004,1.8368935163764342,5.217391304347828e-05,0.34782608695652173,23
bushes,Bushes,6,4.879999999999998,0.6884198220027108,0.0001,0.34782608695652173,23
lilian,Lilian,6,1.0,0.0,0.0001,0.34782608695652173,23
norwich,"Norwich,",7,1.0,0.0,5.217391304347828e-05,0.34782608695652173,23
even,even,4,875.9199999999997,2.9424644427604183,0.002008672553596845,0.34782608695652173,23
daniel,"Daniel, Daniel,",6,21.88,1.3400473176613936,5.217391304347828e-05,0.34782608695652173,23
student,"Student, student",7,43.039999999999985,1.6338722626583322,0.05487140080902022,0.34782608695652173,23
james,"James, James,",5,65.8400000000001,1.8184898222042134,0.006666926350575761,0.3475177304964539,141
1998,"1998), 1998,",4,1.0,0.0,6.857142857142857e-05,0.34285714285714286,35
medicine,"Medicine, medicine",8,34.20000000000002,1.5340261060561338,9.999999999999994e-05,0.34285714285714286,35
founded,founded,7,3.0999999999999983,0.4913616938342728,0.00010808044991477335,0.34285714285714286,35
famous,famous,6,45.01999999999999,1.6534054906645,0.0011709859777569846,0.34285714285714286,70
signed,signed,6,36.059999999999974,1.5570257223863841,6.857142857142857e-05,0.34285714285714286,35
1961,"(1961), (1961,, 1961",4,1.0,0.0,6.857142857142857e-05,0.34285714285714286,35
war,"War, War,, War.",3,174.75,2.2424171844177185,0.6638463603996335,0.3425925925925926,108
were,"Were, were",4,1662.8200000000052,3.2208452394554135,0.04602654172612657,0.3353658536585366,164
event,event,5,26.37,1.421110129793434,0.0018134586545187476,0.3333333333333333,12
brooklyn,"Brooklyn,",8,13.69,1.13640344813399,0.00010000000000000003,0.3333333333333333,12
aide,aide,4,2.02,0.30535136944662383,0.00010000000000000003,0.3333333333333333,12
stalking,stalking,8,5.269999999999999,0.7218106152125464,0.0009215119674789209,0.3333333333333333,12
having,having,6,289.25,2.461273367623788,0.0014203656604840878,0.3333333333333333,36
renounced,renounced,9,0.29,-0.5376020021010439,0.00010000000000000002,0.3333333333333333,9
1962,1962),4,1.0,0.0,0.00010000000000000003,0.3333333333333333,12
casablanca,Casablanca,10,2.5099999999999993,0.399673721481038,0.00010000000000000003,0.3333333333333333,12
love,Love,4,1114.9799999999998,3.0472670772787622,0.00016150604431733006,0.3333333333333333,24
photo,photo,5,22.84,1.3586960995738104,0.00010000000000000003,0.3333333333333333,12
devised,devised,7,1.47,0.16731733474817603,0.00010000000000000003,0.3333333333333333,12
harker,Harker,6,1.0,0.0,0.00010000000000000003,0.3333333333333333,12
fdr,FDR,3,1.0,0.0,0.00010000000000000003,0.3333333333333333,12
intention,intention,9,10.960000000000003,1.0398105541483502,0.0005177372250850539,0.3333333333333333,12
key,key,3,86.86,1.9388198250262105,0.11252744660090387,0.3333333333333333,12
fokker,Fokker,6,0.1400000000000001,-0.8538719643217619,9.999999999999999e-05,0.3333333333333333,24
francis,Francis,7,17.179999999999975,1.235023159495223,0.006333313561923759,0.3333333333333333,60
abigail,Abigail,7,3.02,0.4800069429571507,0.00010000000000000003,0.3333333333333333,12
respected,respected,9,6.5900000000000025,0.81888541459401,0.00010000000000000003,0.3333333333333333,12
blaby,"Blaby,",5,1.0,0.0,0.00010000000000000003,0.3333333333333333,12
eric,Eric,4,40.779999999999994,1.610447221442122,0.00010000000000000003,0.3333333333333333,12
polite,polite,6,13.94,1.1442627737619906,0.00010000000000000003,0.3333333333333333,12
creteil,"Creteil,",7,1.0,0.0,0.00010000000000000003,0.3333333333333333,12
fabian,Fabian,6,2.8799999999999994,0.45939248775923064,0.00010000000000000003,0.3333333333333333,12
fractal,fractal,7,0.18000000000000005,-0.7447274948966937,9.999999999999999e-05,0.3333333333333333,24
18011881,"(1801-1881),",8,1.0,0.0,0.00010000000000000003,0.3333333333333333,12
gibbons,Gibbons,7,2.7100000000000004,0.43296929087440567,0.00010000000000000003,0.3333333333333333,12
economist,economist,9,0.22000000000000006,-0.6575773191777936,0.00010000000000000003,0.3333333333333333,12
1848,1848),4,1.0,0.0,0.00010000000000000003,0.3333333333333333,12
moral,moral,5,13.51,1.1306553490220304,0.0005292423215402354,0.3333333333333333,12
coolidge,Coolidge,8,0.6100000000000001,-0.2146701649892329,0.22500137945621834,0.3333333333333333,12
1787,1787,4,1.0,0.0,0.00010000000000000003,0.3333333333333333,12
percy,Percy,5,1.0,0.0,0.00010000000000000003,0.3333333333333333,12
good,good,4,2610.14,3.416663802202971,0.00041843505290214614,0.3333333333333333,12
famously,famously,8,0.6300000000000003,-0.2006594505464182,9.999999999999999e-05,0.3333333333333333,24
nancy,Nancy,5,21.309999999999985,1.328583449714202,9.999999999999994e-05,0.3333333333333333,36
partner,"partner, partner,",7,75.21999999999997,1.87633332908638,9.999999999999994e-05,0.3333333333333333,36
wear,"Wear,",4,109.33,2.0387393481047487,0.00010000000000000003,0.3333333333333333,12
potter,Potter,6,20.37,1.3089910290001643,0.00010000000000000003,0.3333333333333333,12
