word,original_forms,difficulty,regression_probability,total_occurrences
zoonomia,Zoonomia,1.0,0.25,12
22nd,22nd,1.0,0.25,12
county,"County, County,",0.8610543238223983,0.25,44
pronounced,(pronounced,0.9568894305385224,0.25,12
greatgrandson,great-grandson,1.0,0.25,12
regular,regular,0.8609375496570076,0.25,12
burroughs,Burroughs,1.0170078766688313,0.25,24
creteil,"Creteil,",1.0,0.25,12
artist,"artist,",0.8675616956344001,0.25,24
chemistry,Chemistry,0.9147255365930717,0.25,12
entering,entering,0.9034700629732092,0.25,12
stated,stated,0.9493175270994859,0.25,12
reinhold,Reinhold,1.0,0.25,12
scholars,scholars,1.0032920156958587,0.25,12
1528,"1528,",1.0,0.25,12
archbishop,Archbishop,0.9484521485309946,0.25,12
sagrado,Sagrado,1.0,0.25,12
supply,Supply,0.8844414256409933,0.25,12
invitation,invitation,0.8933997335263762,0.25,12
chase,"Chase,",0.8621932869353018,0.25,12
less,less,0.8140259946417393,0.25,12
berkeley,Berkeley,0.947500745469343,0.25,12
economics,economics,0.9643002769763936,0.25,12
masters,master's,0.9200821927727207,0.25,12
accounting,accounting,0.9405294052838221,0.25,12
analytical,analytical,1.0208316353052598,0.25,12
voted,voted,0.9235127754131951,0.25,12
bombers,bombers',0.9548245774478894,0.25,12
112,112,1.0,0.25,12
how,how,0.6831650351424133,0.25,12
example,example,0.8657952912720878,0.25,12
granddaughter,grand-daughter,0.926281429030118,0.25,12
eric,Eric,0.8535957071416255,0.25,12
exportimport,Export-Import,1.0,0.25,12
1989,1989),1.0,0.25,12
possibly,possibly,0.8464264673523979,0.25,12
lucy,Lucy,0.8526203380204512,0.25,12
fish,fish,0.8253059580860268,0.25,12
married,married,0.783866347856171,0.24390243902439024,123
take,take,0.7021181167904659,0.24242424242424243,33
mileva,Mileva,1.0,0.24242424242424243,33
recordings,"recordings, recordings,",0.9779056319376096,0.24242424242424243,33
robert,Robert,0.8363109434937147,0.23958333333333334,96
cousin,"cousin, cousin,",0.8464749404297419,0.23728813559322035,59
played,played,0.8408839168041815,0.23636363636363636,55
british,British,0.872662669384252,0.23404255319148937,47
second,"Second, second",0.7768918987386567,0.23214285714285715,56
singer,singer,0.8913070051284605,0.23214285714285715,56
ford,"Ford, Ford,",0.9035386069427476,0.22929936305732485,157
maria,Maria,0.8768468587313883,0.22727272727272727,22
physicist,physicist,0.9881514755913631,0.22727272727272727,22
experiments,experiments,0.9256758754945656,0.22727272727272727,22
oldest,oldest,0.9116600371920203,0.22727272727272727,22
preacher,preacher,0.9248434072573644,0.22727272727272727,22
their,"Their, their",0.7439684205237852,0.22388059701492538,67
including,including,0.8690798542556547,0.22340425531914893,94
1943,"1943, 1943,",1.0,0.2222222222222222,36
prize,"Prize, prize",0.877267809674634,0.2222222222222222,45
kerouac,Kerouac,1.0,0.2222222222222222,36
shriver,"Shriver, Shriver,",1.0414483596045203,0.2222222222222222,36
fenimore,Fenimore,1.0,0.2222222222222222,36
renounced,renounced,1.0488729092819131,0.2222222222222222,9
henry,Henry,0.8287322549968815,0.22043010752688172,186
joseph,Joseph,0.8817640469190947,0.22033898305084745,59
albert,Albert,0.8845685115335663,0.21875,32
secondary,secondary,0.9442923766618422,0.21739130434782608,23
daniel,"Daniel, Daniel,",0.878177516576237,0.21739130434782608,23
returned,returned,0.8732953963319932,0.21739130434782608,23
starting,starting,0.8323994116432266,0.21739130434782608,23
tony,Tony,0.8330096803294148,0.21739130434782608,23
soviet,Soviet,0.9228359362680184,0.21739130434782608,23
guest,guest,0.8544174490423017,0.21739130434782608,23
1894,"1894, 1894,",1.0,0.21739130434782608,23
action,"""action, action",0.837645542874147,0.21739130434782608,23
bushes,Bushes,0.9374163798179357,0.21739130434782608,23
sent,sent,0.8054655375998877,0.21739130434782608,23
de,de,0.8520855941817281,0.2127659574468085,47
town,town,0.7823353124335245,0.2127659574468085,47
about,about,0.6763559224921446,0.21212121212121213,33
1896,"1896, 1896,, 1896.",1.0,0.21212121212121213,33
writer,"writer, writer,",0.875307097529452,0.2112676056338028,71
charles,Charles,0.8446890090786635,0.21008403361344538,119
moved,moved,0.8326435272546591,0.20952380952380953,105
san,San,0.8456588841665678,0.20833333333333334,48
joined,joined,0.8893435767595895,0.20833333333333334,24
presidential,"Presidential, presidential",0.9320534720103245,0.20833333333333334,48
matthew,Matthew,0.8918135074764354,0.20833333333333334,24
ellery,Ellery,1.0,0.20833333333333334,24
divinity,Divinity,1.0068837012671021,0.20833333333333334,24
1957,"(1957),, 1957,",1.0,0.20833333333333334,24
shire,Shire,1.005954686250585,0.20833333333333334,24
revolutionary,"Revolutionary, revolutionary",0.9415941345234439,0.20833333333333334,24
sales,sales,0.8996231317678177,0.20833333333333334,24
roy,Roy,1.0,0.20833333333333334,24
flora,Flora,0.968159271060531,0.20833333333333334,24
elizabeth,Elizabeth,0.8766380544551704,0.20833333333333334,24
air,Air,0.8051747923478526,0.20833333333333334,24
notably,notably,1.0333210494927652,0.20833333333333334,24
jackson,"Jackson,, Jackson.",0.8623500786840513,0.20833333333333334,24
attorney,"Attorney, attorney",0.8539751042572735,0.20833333333333334,24
braintree,"Braintree,",1.0,0.20833333333333334,24
novel,novel,0.9088547290254628,0.20833333333333334,24
ohio,"Ohio, Ohio,",0.9145438040902133,0.20689655172413793,58
1964,"(1964), 1964",1.0,0.20588235294117646,34
series,series,0.8814099520205915,0.2028985507246377,69
received,received,0.8682152135936293,0.20212765957446807,94
hans,Hans,0.9072775743928325,0.2,10
couples,couple's,0.917802330155985,0.2,10
through,"Through, through",0.7509098721402657,0.2,35
degree,"Degree, degree",0.8933997335263777,0.2,60
drums,drums,0.922060682142612,0.2,10
near,"(near, near",0.8254908160196265,0.2,35
nbcs,NBC's,1.0,0.2,10
paul,"Paul,",0.820565982366311,0.2,10
macy,Macy,1.0,0.2,10
garret,Garret,0.9707073368423711,0.2,10
21,"21,",1.0,0.2,35
moons,Moon's,0.9662665579752969,0.2,10
keith,Keith,1.0,0.2,10
baldwin,"""Baldwin, Baldwin, Baldwin,",1.0,0.19696969696969696,66
george,"-George, George",0.8030921979295988,0.19672131147540983,244
17,"17,",1.0,0.1956521739130435,46
elliot,Elliot,1.0,0.19444444444444445,36
motion,motion,0.8838328788179952,0.19444444444444445,36
father,"father, father,, father.",0.7505551165242964,0.19444444444444445,72
beginning,"Beginning, beginning",0.83634845543624,0.19444444444444445,36
maine,"Maine, Maine,, Maine;",0.9324795335177544,0.19444444444444445,36
captain,"Captain, captain",0.7892157529972768,0.19298245614035087,57
well,well,0.6840213100083963,0.19148936170212766,47
monroe,"Monroe, Monroe,",0.9246087479244522,0.19148936170212766,47
lloyd,Lloyd,1.0,0.19047619047619047,21
brothers,"Brothers, brothers, brothers"",",0.8479407342872719,0.18840579710144928,69
famous,famous,0.8496904099395907,0.18571428571428572,70
december,"(December, December",0.9199780203731369,0.18571428571428572,70
known,known,0.8098388689618472,0.18518518518518517,81
member,"Member, member",0.8673553827635814,0.18487394957983194,119
harvard,Harvard,0.8955255352131464,0.18333333333333332,60
francis,Francis,0.8877251673186155,0.18333333333333332,60
indicate,indicate,0.9163049998721106,0.18181818181818182,11
peter,Peter,0.8222889833589277,0.18181818181818182,11
services,services,0.8804618130915981,0.18181818181818182,11
bing,Bing,0.9400076181754679,0.18181818181818182,11
section,section,0.8693963971188491,0.18181818181818182,11
biologist,biologist,0.9911899988174496,0.18181818181818182,33
nikola,Nikola,1.0,0.18181818181818182,11
crosby,"Crosby,",0.9847893332047112,0.18181818181818182,11
development,development,0.901078537390859,0.18181818181818182,11
credited,credited,1.019515469544476,0.18181818181818182,11
frequently,frequently,0.953222931576338,0.18181818181818182,11
mouth,mouth,0.8164779912943291,0.18181818181818182,11
bostonbased,Boston-based,1.0,0.18181818181818182,11
movie,"Movie,, movie",0.8100214677734819,0.18181818181818182,44
squarepants,SquarePants,1.0,0.18181818181818182,11
spongebob,SpongeBob,1.0,0.18181818181818182,11
northern,northern,0.9226128773891751,0.18181818181818182,11
persecutors,"persecutors,",1.1270854553338217,0.18181818181818182,11
magic,Magic,0.843479254675201,0.18181818181818182,11
descendant,"descendant,",0.9969614767739136,0.18181818181818182,11
fielding,Fielding,0.9703331035519317,0.18181818181818182,11
laplante,"LaPlante,",1.0,0.18181818181818182,11
fantasy,Fantasy:,0.8899467250086222,0.18181818181818182,11
final,"Final, final",0.845809621818616,0.18181818181818182,22
defied,Defied,0.9984515146092019,0.18181818181818182,11
marbury,Marbury,1.0,0.18181818181818182,11
ghosts,Ghosts,0.8955815768358094,0.18181818181818182,11
companion,companion,0.9271451172711493,0.18181818181818182,11
om,"OM,",0.9858785420486309,0.18181818181818182,11
inherited,inherited,0.9431534135489386,0.18181818181818182,11
editor,editor,0.9005662016819336,0.18181818181818182,11
potrays,potrays,1.0,0.18181818181818182,11
engine,Engine,0.863316517025084,0.18181818181818182,11
tank,Tank,0.8719627655937792,0.18181818181818182,11
1879,"1879, 1879,",1.0,0.18181818181818182,22
detroit,Detroit,0.9069770491242081,0.18181818181818182,22
apprentice,apprentice,0.9738362063699794,0.18181818181818182,11
eccles,"Eccles,",1.0,0.18181818181818182,11
massapequa,"Massapequa,",1.0,0.18181818181818182,11
barrett,Barrett,1.0,0.18181818181818182,11
nervous,nervous,0.8338990284121809,0.18181818181818182,11
activity,activity,0.899098557906928,0.18181818181818182,11
enable,enable,0.9847893332047112,0.18181818181818182,11
1920s,"1920s,",1.0,0.18181818181818182,11
nerve,nerve,0.8762752832976421,0.18181818181818182,11
bureaucrat,bureaucrat,1.0221931949388645,0.18181818181818182,11
hunt,Hunt,0.8715792254050568,0.18181818181818182,11
elementary,elementary,0.9384823991250122,0.18181818181818182,11
c18391876,"(c1839-1876),",1.0,0.18181818181818182,11
except,except,0.8138168826419949,0.18181818181818182,11
teenager,teenager,0.9238555965240441,0.18181818181818182,11
settle,settle,0.8524130865390969,0.18181818181818182,11
debby,Debby,0.9869986545223551,0.18181818181818182,22
lion,Lion,0.8921719654715268,0.18181818181818182,11
helm,helm,0.933786019816252,0.18181818181818182,11
depaolo,DePaolo,1.0,0.18181818181818182,11
nick,"Nick,",0.838323574220797,0.18181818181818182,11
favorite,favorite,0.8387134673677537,0.18181818181818182,11
drove,drove,0.8672457884765931,0.18181818181818182,11
wasnt,Wasn't,1.0635427276669105,0.18181818181818182,11
1983,"1983,",1.0,0.18181818181818182,11
end,end,0.7795769999622496,0.18181818181818182,11
now,"(now, now",0.681317813147338,0.18181818181818182,22
finally,"Finally,",0.8118382671925897,0.18181818181818182,11
indian,Indian,0.9513368981779299,0.18181818181818182,11
dorchester,Dorchester,1.0,0.18181818181818182,11
coral,Coral,0.9659319685445363,0.18181818181818182,11
100,100,1.0,0.18181818181818182,11
miami,Miami,0.8907324487816678,0.18181818181818182,11
frances,Frances,0.9391530108576263,0.18181818181818182,11
1743,1743,1.0,0.18181818181818182,11
statesman,statesman,1.019515469544476,0.18181818181818182,11
insistence,insistence,1.0352014675709333,0.18181818181818182,11
number,number,0.7834628267267457,0.18181818181818182,22
banished,banished,0.9734312662403203,0.18181818181818182,11
puritan,Puritan,1.0462398460150661,0.18181818181818182,22
forced,forced,0.870688574875345,0.18181818181818182,11
communitys,community's,1.0,0.18181818181818182,11
patent,Patent,0.9643002769763936,0.18181818181818182,11
drummer,drummer,0.9486667214316283,0.18181818181818182,11
bern,"Bern,",1.0,0.18181818181818182,11
mate,mate,0.8667293301558344,0.18181818181818182,11
january,"(January, January",0.9249612620211075,0.18181818181818182,187
einsteins,Einsteins,1.0,0.18181818181818182,11
out,out,0.67389233360829,0.18181818181818182,44
chief,Chief,0.8280420493024944,0.18181818181818182,11
mcmanus,McManus,1.0,0.18181818181818182,11
interests,interests,0.8979208251941422,0.18181818181818182,11
hitler,Hitler,0.9008856315516985,0.18181818181818182,22
resigned,"resigned, resigned,",0.959632291280175,0.18181818181818182,22
combustion,combustion,0.9911899988174493,0.18181818181818182,11
pioneer,pioneer,0.9710851513670218,0.18181818181818182,11
setback,setback;,0.9832098699256732,0.18181818181818182,11
aarau,"Aarau,",1.0,0.18181818181818182,11
next,next,0.758558321910355,0.18181818181818182,11
nazi,Nazi,0.9239705349357498,0.18181818181818182,11
leopold,Leopold,1.0,0.18181818181818182,11
morganatic,morganatic,1.0,0.18181818181818182,11
reprise,Reprise,1.0776247240292516,0.18181818181818182,22
resignation,resignation,0.94781533929748,0.18181818181818182,11
ruthy,"Ruthy,",1.0,0.18181818181818182,11
him,"him, him.",0.6779871167986261,0.18085106382978725,94
mcnamara,"McNamara, McNamara;",1.0,0.18055555555555555,72
graduated,graduated,0.9191543906812433,0.17857142857142858,84
has,has,0.7223106895075048,0.17857142857142858,56
john,John,0.7920852406768716,0.17682926829268292,164
federal,"Federal, federal",0.8762065603620366,0.17647058823529413,34
other,"Other, other",0.7394074800056242,0.17647058823529413,34
jewish,Jewish,0.8964892332818648,0.17647058823529413,34
often,often,0.8401333252511557,0.17647058823529413,34
columbia,"Columbia, Columbia,",0.9374163798179349,0.17391304347826086,46
22,"22, 22,",1.0,0.17391304347826086,23
man,"Man, man, man,",0.7030751929914093,0.17391304347826086,46
parents,"parents', parents,",0.8046921193030164,0.17391304347826086,23
1963,"1963, 1963), 1963,",1.0,0.17391304347826086,46
assumed,assumed,0.9040912853155328,0.17391304347826086,23
1993,"1993, 1993)",1.0,0.17391304347826086,23
nephew,"nephew, nephew,",0.8891048739977853,0.17391304347826086,23
contemporary,contemporary,0.9738362063699798,0.17391304347826086,23
london,"London,",0.8488230350606706,0.17391304347826086,46
greatest,greatest,0.8469057238648614,0.17391304347826086,23
socialist,Socialist,0.9905632980949125,0.17391304347826086,23
farm,"Farm., farm",0.8656636428788967,0.17391304347826086,23
nobel,Nobel,0.9535868172539443,0.17391304347826086,46
marie,Marie,0.8707184397152993,0.17391304347826086,23
daughter,"(daughter, daughter, daughter,",0.7969196264758281,0.1728395061728395,81
went,went,0.7623290551494152,0.1724137931034483,58
awarded,awarded,0.9643002769763945,0.17142857142857143,35
1998,"1998), 1998,",1.0,0.17142857142857143,35
group,"Group., group, group,",0.8301980992685847,0.17142857142857143,35
began,began,0.8625439118639882,0.17142857142857143,35
1960,"(1960), 1960, 1960.",1.0,0.17142857142857143,35
regarded,regarded,0.9718518029612822,0.17142857142857143,35
education,"education, education.",0.8826634324283767,0.17142857142857143,35
august,"(August, August",0.9083090752943702,0.17073170731707318,82
clooney,"Clooney, Clooney.",1.0,0.17045454545454544,88
once,once,0.769302908195833,0.1702127659574468,47
raised,raised,0.8717782012536048,0.1702127659574468,47
another,"Another, another",0.7539176861308826,0.1702127659574468,47
surprise,surprise,0.8228271126390715,0.16666666666666666,12
bryn,Bryn,1.0,0.16666666666666666,12
institutions,institutions,0.9807102177814587,0.16666666666666666,12
none,none,0.8142005097885653,0.16666666666666666,12
secure,secure,0.8739870810062893,0.16666666666666666,12
distinguished,Distinguished,0.9280919568101075,0.16666666666666666,12
girls,girl's,0.7892005904733369,0.16666666666666666,12
graduating,graduating,0.963666025319906,0.16666666666666666,12
admitted,admitted,0.9125549569392865,0.16666666666666666,12
accompanying,accompanying,1.0032920156958587,0.16666666666666666,12
bargain,bargain,0.9018926139956704,0.16666666666666666,12
respected,respected,0.9255558714005444,0.16666666666666666,12
developing,developing,0.9319124671585309,0.16666666666666666,12
sharpshooter,"sharpshooter,",1.0250658300362918,0.16666666666666666,12
tworoom,two-room,1.0,0.16666666666666666,12
nils,Nils,1.0635427276669105,0.16666666666666666,12
aspects,aspects,0.9609316109088722,0.16666666666666666,12
smith,"Smith, Smith,, Smith.",0.8580925404012517,0.16666666666666666,36
brave,Brave,0.8635276143611735,0.16666666666666666,12
memphis,"Memphis,",0.9369339137342135,0.16666666666666666,12
hospital,hospital,0.8096253094690399,0.16666666666666666,12
eg,(e.g.,1.1544518185760018,0.16666666666666666,12
wells,Wells,0.911491852415704,0.16666666666666666,24
me,Me,0.6394760777554751,0.16666666666666666,12
tender,Tender,0.9137806394746727,0.16666666666666666,12
niels,Niels,1.0,0.16666666666666666,12
having,having,0.7762478756705643,0.16666666666666666,36
naturalists,naturalists,1.1110771590560324,0.16666666666666666,12
advice,advice,0.8471763414880175,0.16666666666666666,12
casanova,Casanova,0.9493175270994859,0.16666666666666666,12
1831,"1831,",1.0,0.16666666666666666,12
vegas,Vegas,0.8540925791265971,0.16666666666666666,12
1796,1796,1.0,0.16666666666666666,12
annie,Annie,0.8599814272870853,0.16666666666666666,24
industrial,Industrial,0.9400076181754679,0.16666666666666666,12
elvis,Elvis,0.9070519662558643,0.16666666666666666,72
quest,quest,0.9266492700437438,0.16666666666666666,12
reelection,"re-election, re-election,, reelection",1.0195154695444757,0.16666666666666666,36
portugal,Portugal,0.9887407599120833,0.16666666666666666,12
homer,Homer,0.9250794696439505,0.16666666666666666,12
1767,1767,1.0,0.16666666666666666,12
sometimes,(sometimes,0.795195179001828,0.16666666666666666,12
directors,"directors,",0.9307338328708609,0.16666666666666666,12
living,living,0.8004911286143171,0.16666666666666666,24
flaming,Flaming,0.9630418017787311,0.16666666666666666,12
win,win,0.8064357856593157,0.16666666666666666,12
hawaii,Hawaii,0.9020244382134188,0.16666666666666666,12
merchant,merchant,0.9585121788064508,0.16666666666666666,12
graduation,"graduation,",0.9098885385734098,0.16666666666666666,12
okinawa,"Okinawa,",0.9905632980949127,0.16666666666666666,12
academy,Academy,0.9005662016819335,0.16666666666666666,12
result,result,0.8822011872498533,0.16666666666666666,12
actors,actors,0.8998724226767881,0.16666666666666666,12
motor,Motor,0.8982494646110966,0.16666666666666666,12
analysis,analysis,0.9051846296915292,0.16666666666666666,12
anticipated,anticipated,0.9618222046827491,0.16666666666666666,12
used,used,0.7693877132391423,0.16666666666666666,12
godfather,"Godfather, Godfather,",0.9330548634293964,0.16666666666666666,24
forbes,"Forbes,",1.0,0.16666666666666666,12
darwinwedgwood,Darwin-Wedgwood,1.0,0.16666666666666666,12
royal,"Royal,, royal",0.8757967160256105,0.16666666666666666,36
obtained,obtained,0.9652711779477395,0.16666666666666666,12
strange,Strange,0.8239395897272656,0.16666666666666666,12
illeetvilaine,"Ille-et-Vilaine,",1.0,0.16666666666666666,12
chesterfield,Chesterfield,1.0547327264843602,0.16666666666666666,12
event,event,0.8708081700187785,0.16666666666666666,12
tree,tree,0.8351896948506495,0.16666666666666666,12
collegeeducated,college-educated,1.0,0.16666666666666666,12
eunice,Eunice,1.0,0.16666666666666666,12
uncfs,UNCF's,1.0,0.16666666666666666,12
p,P.,1.0,0.16666666666666666,12
1908,1908,1.0,0.16666666666666666,12
kings,King's,0.9134265445761703,0.16666666666666666,12
henri,Henri,1.0,0.16666666666666666,12
command,command,0.8509286170011982,0.16666666666666666,12
scotts,Scott's,1.0,0.16666666666666666,12
ceremony,ceremony,0.8909812291671219,0.16666666666666666,24
s,S.,1.0,0.16666666666666666,12
scott,Scott,0.8588372863461107,0.16666666666666666,12
grant,Grant,0.8624953642814356,0.16666666666666666,12
governor,"Governor, governor",0.8701106807730036,0.16666666666666666,48
association,Association,0.9173130882508023,0.16666666666666666,12
19281935,"1928-1935,",1.0,0.16666666666666666,12
campaigned,campaigned,1.0563444325716722,0.16666666666666666,12
vicepresidential,vice-presidential,1.0,0.16666666666666666,12
offered,offered,0.8711540378868611,0.16666666666666666,12
elston,Elston,1.0,0.16666666666666666,12
stalking,stalking,0.9343808531624961,0.16666666666666666,12
reverend,Reverend,0.8839998190943593,0.16666666666666666,24
novelist,"novelist, novelist,",0.9928017049047613,0.16666666666666666,24
prominent,prominent,0.9630418017787311,0.16666666666666666,12
1835,1835,1.0,0.16666666666666666,12
wedgwood,Wedgwood,1.0776247240292511,0.16666666666666666,12
geoffrey,Geoffrey,1.0,0.16666666666666666,24
clive,Clive,0.9615231023693808,0.16666666666666666,12
oundle,Oundle,1.0,0.16666666666666666,12
poet,"poet, poet,, poet.",0.9122971889951251,0.16666666666666666,36
english,English,0.8300378447533253,0.16666666666666666,12
calvin,Calvin,0.9119985714551236,0.16666666666666666,12
bank,Bank,0.8246075702951363,0.16666666666666666,24
connections,connections,0.9183975371554142,0.16666666666666666,12
photo,photo,0.8764821727660176,0.16666666666666666,12
fifty,fifty,0.8841254891735238,0.16666666666666666,12
dday,D-Day,1.0,0.16666666666666666,12
force,Force,0.831887718971389,0.16666666666666666,12
p38,P-38,1.0,0.16666666666666666,12
side,side,0.7906342573193169,0.16666666666666666,12
katharine,Katharine,0.9899463899727953,0.16666666666666666,12
brigadiergeneral,brigadier-general,1.0,0.16666666666666666,12
1884,1884,1.0,0.16666666666666666,12
include,include,0.904828619014754,0.16666666666666666,24
1731,1731,1.0,0.16666666666666666,12
leader,leader,0.8642184137272247,0.16666666666666666,12
musician,"musician,",0.9289966419435333,0.16666666666666666,12
naming,naming,0.9699623842409827,0.16666666666666666,12
subsidiary,subsidiary,1.031526135111332,0.16666666666666666,12
cbs,CBS,1.0,0.16666666666666666,12
joux,"Joux,",1.0,0.16666666666666666,12
germain,Germain,1.0597797562888902,0.16666666666666666,12
scholarship,scholarship,0.9093285105093348,0.16666666666666666,12
sciences,Sciences,1.0135219682982657,0.16666666666666666,12
renowned,renowned,0.9893389731222032,0.16666666666666666,12
management,management,0.903061279512542,0.16666666666666666,12
universitys,University`s,1.0,0.16666666666666666,12
officially,officially,0.8925596738232021,0.16666666666666666,12
use,use,0.7694221456229665,0.16666666666666666,12
josepha,Josepha,1.0,0.16666666666666666,12
secede,secede,1.0997190920916415,0.16666666666666666,12
corazon,"Corazon""",1.0,0.16666666666666666,12
jack,Jack,0.7817551477160655,0.16666666666666666,12
averell,Averell,1.0,0.16666666666666666,12
brought,brought,0.796708213298449,0.16666666666666666,12
investment,investment,0.9100904894819516,0.16666666666666666,12
good,good,0.6893941997997298,0.16666666666666666,12
classmates,classmates,0.9618222046827491,0.16666666666666666,12
theology,theology,1.0135219682982657,0.16666666666666666,12
del,del,0.9151835616433458,0.16666666666666666,12
georgia,Georgia,0.8858843177178812,0.16666666666666666,12
universidad,"""Universidad",1.0,0.16666666666666666,12
seminary,Seminary,0.998451514609202,0.16666666666666666,12
application,application,0.9090909090909088,0.16666666666666666,12
lightning,Lightning,0.8954136900490112,0.16666666666666666,12
morehouse,Morehouse,1.0,0.16666666666666666,12
phd,"Ph.D., Ph.D.,",1.0,0.16666666666666666,24
lundeen,Lundeen,1.0,0.16666666666666666,12
potter,Potter,0.8810008155454395,0.16666666666666666,12
isham,"Isham,",1.0,0.16666666666666666,12
landing,landing,0.8904359669138048,0.16666666666666666,12
under,under,0.7801664852665579,0.16666666666666666,48
upon,upon,0.8365931556784242,0.16666666666666666,12
lt,Lt.,0.8693386547808979,0.16666666666666666,12
1876,1876,1.0,0.16666666666666666,24
fillmore,"Fillmore,",1.0265845294456424,0.16666666666666666,12
1939,"1939, 1939.",1.0,0.16666666666666666,24
1898,1898,1.0,0.16666666666666666,12
voyages,"voyages,",1.043771460011101,0.16666666666666666,12
sea,sea,0.8384553104675997,0.16666666666666666,12
columbus,"Columbus, Columbus,",0.9367743930463465,0.16666666666666666,48
together,together,0.7651235653688141,0.16666666666666666,12
boiled,Boiled,0.9527429096567525,0.16666666666666666,12
entitled,entitled,0.9036072701192469,0.16666666666666666,12
hope,"Hope, hope",0.7721814404521292,0.16666666666666666,24
far,Far,0.7869163286006158,0.16666666666666666,12
rogers,Rogers,0.920186640760983,0.16666666666666666,12
fill,fill,0.8506490861286826,0.16666666666666666,12
practice,practice,0.8491071674494813,0.16666666666666666,12
atlanta,"Atlanta,",0.9257962454552923,0.16666666666666666,12
weapons,weapons,0.8538774748392352,0.16666666666666666,12
obrien,O'Brien,1.0,0.16666666666666666,12
off,off,0.7207543975247369,0.16666666666666666,12
dwight,Dwight,0.9336387013000405,0.16666666666666666,12
corporate,corporate,0.9082317367455736,0.16666666666666666,12
boards,"boards,",0.9419555220950327,0.16666666666666666,12
steel,steel,0.8849094208640836,0.16666666666666666,12
coordination,coordination,0.9934652720630797,0.16666666666666666,12
contractors,contractors,0.9962370286219796,0.16666666666666666,12
rush,Rush,0.8639029148728632,0.16666666666666666,12
douglas,Douglas,0.9222806343356496,0.16666666666666666,12
newport,"Newport,",0.930056606720351,0.16666666666666666,12
protest,protest,0.9142277712812633,0.16666666666666666,12
1929,1929,1.0,0.16666666666666666,12
stonyhurst,Stonyhurst,1.0,0.16666666666666666,12
designed,designed,0.8869289167187463,0.16666666666666666,12
golf,"Golf, golf, golf,",0.8720862895632495,0.16666666666666666,36
foreign,foreign,0.8774445392290692,0.16666666666666666,12
conference,Conference,0.8722723031772391,0.16666666666666666,12
1933,1933,1.0,0.16666666666666666,12
conduct,conduct,0.904970638292122,0.16666666666666666,12
artillery,"artillery, artillery,",0.9327661505045374,0.16666666666666666,24
coordinating,Coordinating,0.9955256343027107,0.16666666666666666,12
ball,Ball,0.8162705616334923,0.16666666666666666,24
fire,fire,0.7878702617133672,0.16666666666666666,12
younger,"younger,",0.8734711887624319,0.16666666666666666,12
cross,Cross,0.8417565067975038,0.16666666666666666,12
protests,protests,0.9969614767739136,0.16666666666666666,12
game,game,0.7846437452409655,0.16666666666666666,12
holy,Holy,0.8333270791607402,0.16666666666666666,12
born,"(born, Born, born, born.",0.8252114938310354,0.1646090534979424,486
president,"President, President., president",0.8047089556855859,0.16334661354581673,251
united,United,0.8453355558883577,0.1595744680851064,188
three,"Three, three",0.7514371316824278,0.15942028985507245,69
five,five,0.7767699956961189,0.15942028985507245,69
business,"Business, Business""., business, business,",0.7721359061450106,0.15853658536585366,82
american,American,0.8173149203073469,0.15730337078651685,267
february,"(February, February",0.9327661505045358,0.15714285714285714,70
23,"23,",1.0,0.1566265060240964,83
1958,"(1958),, 1958,",1.0,0.15555555555555556,45
whom,"(whom, whom",0.8594052124110789,0.15555555555555556,45
island,"Island, Island,, Island., island",0.8547849045212684,0.1553398058252427,103
work,work,0.7361805658374718,0.15517241379310345,58
only,only,0.7240988108304544,0.15492957746478872,71
grandson,"(grandson, grandson, grandson,",0.9179997371499337,0.15492957746478872,71
during,"During, during",0.829058527325526,0.15483870967741936,155
with,"With, with",0.6633502058007807,0.1542056074766355,428
served,served,0.8822211727306819,0.15384615384615385,117
william,"William, William.",0.8626655426334364,0.15328467153284672,137
actress,"Actress, actress, actress.",0.8904852262047072,0.15217391304347827,92
richard,Richard,0.8301659962854872,0.15217391304347827,46
actor,"actor, actor,, actor.",0.8708681037176306,0.15217391304347827,92
movies,"movies, movies,",0.8488401971198564,0.15217391304347827,46
although,"Although, although",0.8524130865390968,0.15217391304347827,46
starred,starred,1.0135219682982655,0.15217391304347827,46
friends,"Friends., friends, friends,",0.7740963518665427,0.15217391304347827,46
they,"They, they",0.671536803087413,0.1518987341772152,79
hindman,Hindman,1.0,0.15151515151515152,66
blacksmith,"blacksmith, blacksmith,",0.9707073368423708,0.15151515151515152,33
then,then,0.7115409768561416,0.1509433962264151,106
france,"France, France.",0.8697883825216713,0.15,60
citizenship,"citizenship, citizenship,",0.9887407599120832,0.15,20
general,"General, general",0.8125301660589278,0.15,60
minister,"Minister, Minister,, minister,",0.8849094208640836,0.15,60
elected,elected,0.9217874539480916,0.15,60
yale,"Yale, Yale.",0.8947217460057639,0.15,60
also,also,0.7895661079485414,0.14942528735632185,174
hollywood,"Hollywood, Hollywood,, Hollywood.",0.8684683899858355,0.14893617021276595,47
appeared,appeared,0.9099691950193082,0.14893617021276595,47
secretary,"Secretary, Secretary,, secretary",0.8616909428986036,0.14814814814814814,108
california,"California, California), California,, California.",0.855693257084268,0.14736842105263157,95
revolution,"Revolution, revolution",0.9008215384912968,0.14705882352941177,34
led,led,0.8744933633575551,0.14705882352941177,34
german,"German, German,, German.",0.8633660855394885,0.14705882352941177,34
