word,original_forms,length,frequency,log_frequency,difficulty,predictability,logit_predictability,skip_probability,regression_probability,total_occurrences,pred_class
fischer,Fischer,7,1.0,0.0,1.0,0.0,-2.5530000000000004,0.36363636363636365,0.09090909090909091,11,Class 1
hard,Hard,4,307.84000000000003,2.488325050357719,0.7737886317856618,0.0,-2.5530000000000004,0.6363636363636364,0.2727272727272727,11,Class 1
business,"Business, Business""., business, business,",8,321.0,2.506505032404873,0.7721359061450106,0.01417095736273956,-3.603276813854714,0.3170731707317073,0.15853658536585366,82,Class 1
michael,Michael,7,198.32999999999996,2.297388411880626,0.7911465080108522,5.217391304347828e-05,-3.623671400080656,0.08695652173913043,0.2608695652173913,23,Class 1
mcmanus,McManus,7,1.0,0.0,1.0,0.0,-2.5530000000000004,0.09090909090909091,0.18181818181818182,11,Class 1
february,"(February, February",8,5.490000000000005,0.7395723444500909,0.9327661505045358,8.428571428571433e-05,-4.282644154654106,0.3,0.15714285714285714,70,Class 1
5,"(5, 5, 5,",1,1.0,0.0,1.0,9.792957992798021e-05,-4.047291016740783,0.6595744680851063,0.0851063829787234,47,Class 1
1959,1959),4,1.0,0.0,1.0,5.217391304347828e-05,-3.623671400080656,0.6086956521739131,0.13043478260869565,23,Class 1
syndicated,syndicated,10,0.4100000000000001,-0.38721614328026455,1.0352014675709333,0.0,-2.5530000000000004,0.18181818181818182,0.0,11,Class 1
columnist,columnist,9,1.0,0.0,1.0,0.0,-2.5530000000000004,0.7272727272727273,0.6363636363636364,11,Class 1
wrote,"wrote, wrote,",5,71.15999999999995,1.8522359394118868,0.8316149145989182,0.0008439563666240286,-3.7155771885019613,0.3275862068965517,0.1206896551724138,58,Class 1
ethics,Ethics,6,5.3500000000000005,0.7283537820212285,0.933786019816252,0.0,-2.5530000000000004,0.36363636363636365,0.5454545454545454,11,Class 1
religion,Religion.,8,13.859999999999998,1.141763230275788,0.8962033427022008,0.0,-2.5530000000000004,0.0,0.0,11,Class 1
january,"(January, January",7,6.6900000000000315,0.8254261177678212,0.9249612620211075,0.0004757453760374619,-4.178856895140974,0.4117647058823529,0.18181818181818182,187,Class 1
28,"28, 28,",2,1.0,0.0,1.0,7.555555555555552e-05,-4.103490805301985,0.4444444444444444,0.1111111111111111,45,Class 1
2005,2005,4,1.0,0.0,1.0,0.0,-2.5530000000000004,0.09090909090909091,0.0,11,Class 1
it,it,2,18896.310000000023,4.27637700506755,0.611238454084769,0.0704673758537978,-1.802123775014158,0.8085106382978723,0.02127659574468085,47,Class 1
revealed,revealed,8,5.840000000000001,0.7664128471123995,0.930326104807964,0.0,-2.5530000000000004,0.18181818181818182,0.09090909090909091,11,Class 1
accepted,accepted,8,15.709999999999999,1.1961761850399737,0.8912567104509111,5.217391304347828e-05,-3.623671400080656,0.21739130434782608,0.08695652173913043,23,Class 1
w,W.,1,1.0,0.0,1.0,0.00429694777889273,-2.876863357155298,0.5866666666666667,0.12,150,Class 1
bush,"Bush, Bush), Bush,, Bush.",4,14.11999999999991,1.1498346967157882,0.8954695730258361,7.297297297297266e-05,-4.05049310686959,0.35872235872235875,0.08353808353808354,407,Class 1
administration,"Administration, administration",14,7.5900000000000025,0.8802417758954807,0.9199780203731377,0.04900789245976011,-1.8122727819163187,0.17391304347826086,0.13043478260869565,23,Class 1
promote,promote,7,4.409999999999999,0.6444385894678387,0.9414146736847419,0.0,-2.5530000000000004,0.18181818181818182,0.0,11,Class 1
their,"Their, their",5,655.1600000000008,2.8163473742383665,0.7439684205237852,0.0039166519538598185,-3.219338560769958,0.5074626865671642,0.22388059701492538,67,Class 1
marriage,marriage,8,77.05999999999999,1.8868290046769827,0.8284700904839106,0.0,-2.5530000000000004,0.45454545454545453,0.2727272727272727,11,Class 1
initiative,initiative,10,2.75,0.4393326938302628,0.9600606641972488,0.0,-2.5530000000000004,0.36363636363636365,0.2727272727272727,11,Class 1
program,"program, program,",7,42.63,1.6297153326471328,0.8518440606684423,0.00036807575968629964,-3.113850907466867,0.2608695652173913,0.08695652173913043,23,Class 1
did,did,3,2341.370000000001,3.3694700494339282,0.6936845409605521,5.217391304347828e-05,-3.623671400080656,0.30434782608695654,0.0,23,Class 1
not,not,3,5424.960000000003,3.7343965403374666,0.6605094054238664,0.28858225605026844,-1.1653646989648436,0.43478260869565216,0.0,23,Class 2
disclose,disclose,8,1.7300000000000002,0.23804610312879546,0.9783594451701098,0.0,-2.5530000000000004,0.09090909090909091,0.09090909090909091,11,Class 1
readers,readers.,7,3.350000000000001,0.5250448070368453,0.9522686539057414,0.0,-2.5530000000000004,0.0,0.0,11,Class 1
timothy,Timothy,7,3.450000000000002,0.5378190950732743,0.9511073549933392,3.333333333333334e-05,-3.2370400611626406,0.15151515151515152,0.2727272727272727,33,Class 1
sr,"Sr., Sr.,",2,4.979999999999997,0.6972293427597185,0.9366155142945721,7.659574468085102e-05,-4.1248367362886205,0.574468085106383,0.1276595744680851,47,Class 1
c,"(c., c.",1,1.0,0.0,1.0,0.0,-2.552999999999999,0.9090909090909091,0.09090909090909091,22,Class 1
1728,1728,4,1.0,0.0,1.0,0.0,-2.5530000000000004,0.7272727272727273,0.36363636363636365,11,Class 1
1815,"1815), 1815.",4,1.0,0.0,1.0,0.0,-2.552999999999999,0.3181818181818182,0.13636363636363635,22,Class 1
soldier,"soldier, soldier.",7,38.91999999999999,1.5901728315963135,0.8554388334912442,0.0,-2.552999999999999,0.13636363636363635,0.09090909090909091,22,Class 1
assumed,assumed,7,11.349999999999996,1.054995861529142,0.9040912853155328,5.217391304347828e-05,-3.623671400080656,0.30434782608695654,0.17391304347826086,23,Class 1
fairbanks,Fairbanks,9,1.4499999999999995,0.16136800223497486,0.9853301816150022,0.0,-2.5530000000000004,0.45454545454545453,0.36363636363636365,11,Class 1
dedham,"Dedham,",6,1.0,0.0,1.0,0.0,-2.5530000000000004,0.18181818181818182,0.36363636363636365,11,Class 1
massachusetts,"Massachusetts, Massachusetts), Massachusetts.",13,4.160000000000007,0.6190933306267415,0.9437187881248409,8.829787234042559e-05,-4.364978459888277,0.1276595744680851,0.11702127659574468,94,Class 1
training,training,8,35.13999999999999,1.5458017571592757,0.8594725675309752,5.217391304347828e-05,-3.623671400080656,0.13043478260869565,0.08695652173913043,23,Class 1
blacksmith,"blacksmith, blacksmith,",10,2.1000000000000005,0.32221929473391947,0.9707073368423708,3.333333333333334e-05,-3.2370400611626406,0.2727272727272727,0.15151515151515152,33,Class 1
but,but,3,4417.469999999993,3.6451736088004867,0.6686205810181386,0.0008008205250424676,-3.585437573174636,0.5679012345679012,0.08641975308641975,81,Class 1
revolution,"Revolution, revolution",10,12.329999999999998,1.0909630765957317,0.9008215384912968,3.5294117647058834e-05,-3.277277711819267,0.23529411764705882,0.14705882352941177,34,Class 1
broke,broke,5,105.0,2.0211892990699383,0.8162555182663691,0.0,-2.5530000000000004,0.2727272727272727,0.09090909090909091,11,Class 1
militia,militia,7,2.25,0.35218251811136264,0.9679834074444216,0.0,-2.552999999999999,0.2727272727272727,0.2727272727272727,22,Class 1
captain,"Captain, captain",7,208.27000000000027,2.3186267170299684,0.7892157529972768,0.00021801767590264005,-3.181594106525134,0.3508771929824561,0.19298245614035087,57,Class 1
led,led,3,24.01999999999999,1.3805730030668861,0.8744933633575551,3.5294117647058834e-05,-3.277277711819267,0.47058823529411764,0.14705882352941177,34,Class 1
soldiers,soldiers,8,27.63,1.4413808849165115,0.8689653740984989,0.0,-2.5530000000000004,0.45454545454545453,0.36363636363636365,11,Class 1
continental,Continental,11,3.2900000000000005,0.5171958979499744,0.952982191095457,7.767873308910048e-05,-3.4689066233441186,0.3181818181818182,0.09090909090909091,22,Class 1
army,"Army, Army., army.",4,85.68999999999996,1.9329301428307923,0.824279077924473,0.00041923858683423176,-4.127721223810976,0.2605042016806723,0.10084033613445378,119,Class 1
family,"family, family)., family,, family.",6,354.25,2.5493098589194987,0.7682445582800456,0.0007524758835250987,-3.846028108858616,0.2357142857142857,0.12142857142857143,140,Class 1
moved,moved,5,69.32999999999994,1.8409212001987758,0.8326435272546591,0.004593193287517054,-3.6738958760369234,0.44761904761904764,0.20952380952380953,105,Class 1
1810,1810,4,1.0,0.0,1.0,0.0,-2.5530000000000004,0.45454545454545453,0.2727272727272727,11,Class 1
springport,"Springport,",10,1.0,0.0,1.0,0.0,-2.552999999999999,0.09090909090909091,0.2727272727272727,22,Class 1
cayuga,Cayuga,6,0.09999999999999999,-1.0,1.0909090909090906,0.0,-2.5530000000000004,0.09090909090909091,0.09090909090909091,11,Class 1
rochester,"Rochester,",9,0.6500000000000001,-0.18708664335714434,1.0170078766688313,0.0,-2.5530000000000004,0.5454545454545454,0.36363636363636365,11,Class 1
area,area.,4,74.91999999999999,1.8745977687032,0.829582021026982,0.0,-2.5530000000000004,0.0,0.0,11,Class 1
died,"(died, died",4,157.22000000000008,2.1965077919396996,0.8003174734600267,0.0021710192480684683,-3.870891820412431,0.2553191489361702,0.1276595744680851,141,Class 1
through,"Through, through",7,549.53,2.73999140645708,0.7509098721402657,0.0002487068813642194,-3.6458128750557037,0.17142857142857143,0.2,35,Class 1
jr,"Jr., Jr.,",2,8.899999999999988,0.949390006644912,0.9136918175777352,8.428571428571433e-05,-4.282644154654106,0.6428571428571429,0.1,70,Class 1
descended,descended,9,1.8000000000000005,0.25527250510330607,0.9767934086269723,0.0,-2.5530000000000004,0.2727272727272727,0.36363636363636365,11,Class 1
two,"Two, two",3,1066.3499999999997,3.0278997732839144,0.7247363842469169,0.021052282802898656,-3.0754159034936803,0.5217391304347826,0.11594202898550725,69,Class 1
presidents,"Presidents, presidents.",10,2.7099999999999973,0.43296929087440583,0.9606391553750548,7.608695652173908e-05,-4.114395791784288,0.1956521739130435,0.10869565217391304,46,Class 1
h,H.,1,1.0,0.0,1.0,0.04577460128951348,-2.660955556066434,0.7204301075268817,0.13978494623655913,93,Class 1
indian,Indian,6,3.43,0.5352941200427707,0.9513368981779299,0.0,-2.5530000000000004,0.36363636363636365,0.18181818181818182,11,Class 1
greatgreatgreatgreatgreat,great-great-great-great-great,25,1.0,0.0,1.0,0.0,-2.5530000000000004,0.09090909090909091,0.5454545454545454,11,Class 1
grandfather,"grandfather, grandfather,",11,24.330000000000005,1.386142108930819,0.8739870810062903,7.659574468085102e-05,-4.1248367362886205,0.2127659574468085,0.2765957446808511,47,Class 1
president,"President, President., president",9,140.6699999999991,2.148201487458507,0.8047089556855859,0.03581166544410765,-3.8558741850134783,0.2151394422310757,0.16334661354581673,251,Class 1
relocated,relocated,9,0.7999999999999999,-0.09691001300805638,1.0088100011825503,0.0,-2.5530000000000004,0.18181818181818182,0.09090909090909091,11,Class 1
norwich,"Norwich,",7,1.0,0.0,1.0,5.217391304347828e-05,-3.623671400080656,0.34782608695652173,0.13043478260869565,23,Class 1
vermont,Vermont,7,4.369999999999999,0.6404814369704218,0.9417744148208709,0.0,-2.5530000000000004,0.18181818181818182,0.36363636363636365,11,Class 1
anne,Anne,4,20.880000000000013,1.3197304943302242,0.880024500515433,8.035714285714284e-05,-4.202025147445649,0.44642857142857145,0.26785714285714285,56,Class 1
hutchinson,"Hutchinson, Hutchinson,, Hutchinson.",10,1.0,0.0,1.0,5.714285714285712e-05,-3.7256401048502403,0.1038961038961039,0.11688311688311688,77,Class 1
july,"(July, July",4,12.080000000000013,1.0820669342851137,0.9016302787013539,0.00038060693685657015,-4.047681450006551,0.5857142857142857,0.14285714285714285,70,Class 1
17,"17,",2,1.0,0.0,1.0,7.608695652173908e-05,-4.114395791784288,0.5652173913043478,0.1956521739130435,46,Class 1
1591,1591,4,1.0,0.0,1.0,5.0000000000000016e-05,-3.579060091743962,0.4090909090909091,0.13636363636363635,22,Class 1
august,"(August, August",6,10.200000000000012,1.008600171761917,0.9083090752943702,0.0002784728507837122,-4.11965978205467,0.5,0.17073170731707318,82,Class 1
20,"20,",2,1.0,0.0,1.0,5.217391304347828e-05,-3.623671400080656,0.782608695652174,0.08695652173913043,23,Class 1
1643,1643),4,1.0,0.0,1.0,0.0,-2.5530000000000004,0.6363636363636364,0.0,11,Class 1
unauthorized,unauthorized,12,2.3099999999999996,0.3636119798921444,0.9669443654643503,0.0,-2.5530000000000004,0.2727272727272727,0.09090909090909091,11,Class 1
puritan,Puritan,7,0.30999999999999983,-0.508638306165727,1.0462398460150661,5.0000000000000016e-05,-3.579060091743962,0.2727272727272727,0.18181818181818182,22,Class 1
preacher,preacher,8,6.709999999999997,0.8267225201689924,0.9248434072573644,0.000129715441004132,-3.340690194234618,0.22727272727272727,0.22727272727272727,22,Class 1
dissident,dissident,9,0.17999999999999997,-0.7447274948966939,1.067702499536063,0.0,-2.5530000000000004,0.2727272727272727,0.2727272727272727,11,Class 1
church,"Church, church",6,69.67000000000002,1.8430458105345693,0.8324503808604934,0.05832130621167958,-1.7616943279568438,0.30434782608695654,0.08695652173913043,23,Class 1
discussion,discussion,10,12.140000000000002,1.0842186867392385,0.9014346648418872,0.0,-2.5530000000000004,0.18181818181818182,0.0,11,Class 1
group,"Group., group, group,",5,73.76000000000005,1.867820908045573,0.8301980992685847,0.0008138079215747109,-3.424260367027834,0.4,0.17142857142857143,35,Class 1
pioneer,pioneer,7,2.0799999999999996,0.31806333496276157,0.9710851513670218,0.0,-2.5530000000000004,0.36363636363636365,0.18181818181818182,11,Class 1
rhode,Rhode,5,1.0,0.0,1.0,2.6666666666666673e-05,-3.1002320489301116,0.2222222222222222,0.26666666666666666,45,Class 1
bronx,"Bronx, Bronx.",5,6.269999999999999,0.7972675408307167,0.9275211326517527,5.0000000000000016e-05,-3.579060091743962,0.18181818181818182,0.045454545454545456,22,Class 1
eventually,"Eventually, Eventually,, eventually",10,24.429999999999982,1.3879234669734355,0.8738251393660512,0.0005714050982075874,-3.488232222927298,0.05714285714285714,0.14285714285714285,35,Class 1
john,John,4,193.6699999999992,2.287062352554399,0.7920852406768716,0.013459520194939201,-3.791392704009359,0.42073170731707316,0.17682926829268292,164,Class 1
winthrop,"Winthrop, Winthrop,",8,1.0,0.0,1.0,8.135593220338982e-05,-4.22252150521051,0.15254237288135594,0.0847457627118644,59,Class 1
decided,decided,7,88.64999999999999,1.9476787399369366,0.8229382963693694,0.0,-2.5530000000000004,0.18181818181818182,0.09090909090909091,11,Class 1
power,power,5,149.02,2.173244559061566,0.8024323128125846,5.217391304347828e-05,-3.623671400080656,0.5652173913043478,0.391304347826087,23,Class 1
before,before,6,794.1399999999996,2.8998970715301042,0.7363729934972628,6.857142857142857e-05,-3.960168125820291,0.3142857142857143,0.08571428571428572,35,Class 1
influence,influence,9,14.78,1.169674434058807,0.8936659605401084,0.0,-2.5530000000000004,0.18181818181818182,0.09090909090909091,11,Class 1
too,too,3,1371.57,3.137217977334607,0.7147983656968541,0.0,-2.5530000000000004,0.5454545454545454,0.0,11,Class 1
strong,strong,6,86.86,1.9388198250262105,0.8237436522703446,0.0,-2.5530000000000004,0.36363636363636365,0.0,11,Class 1
among,"Among, among",5,33.90000000000005,1.5301996982030808,0.8608909365269924,0.0003444024228506268,-3.750765763824853,0.04285714285714286,0.11428571428571428,70,Class 1
communitys,community's,10,1.0,0.0,1.0,0.0,-2.5530000000000004,0.09090909090909091,0.18181818181818182,11,Class 1
men,"men, men.",3,372.76000000000016,2.5714293030614908,0.7662336997216828,0.0016299943750281935,-2.7250335920041535,0.13043478260869565,0.0,23,Class 1
twoday,two-day,6,1.0,0.0,1.0,0.0,-2.5530000000000004,0.0,0.09090909090909091,11,Class 1
trial,trial,5,49.37,1.6934631272195306,0.8460488066164064,0.0,-2.5530000000000004,0.36363636363636365,0.0,11,Class 1
banished,banished,8,1.9600000000000006,0.29225607135647597,0.9734312662403203,0.0,-2.5530000000000004,0.09090909090909091,0.18181818181818182,11,Class 1
heretic,heretic,7,0.59,-0.2291479883578558,1.0208316353052598,0.0,-2.5530000000000004,0.0,0.09090909090909091,11,Class 1
1638,1638,4,1.0,0.0,1.0,0.0,-2.5530000000000004,0.8181818181818182,0.2727272727272727,11,Class 1
followers,followers,9,2.75,0.4393326938302628,0.9600606641972488,0.0,-2.5530000000000004,0.5454545454545454,0.09090909090909091,11,Class 1
settle,settle,6,42.019999999999996,1.6234560480699332,0.8524130865390969,0.0,-2.5530000000000004,0.7272727272727273,0.18181818181818182,11,Class 1
aquidneck,Aquidneck,9,1.0,0.0,1.0,0.0,-2.5530000000000004,0.5454545454545454,0.09090909090909091,11,Class 1
what,what,4,9842.450000000004,3.9931032172362824,0.6369906166148831,0.0009790002477483959,-2.8349678904817037,0.7272727272727273,0.13636363636363635,22,Class 1
founded,founded,7,3.0999999999999983,0.4913616938342728,0.9553307551059758,0.00010808044991477335,-3.828738318737878,0.34285714285714286,0.37142857142857144,35,Class 1
town,town,4,247.92000000000004,2.3943115632312266,0.7823353124335245,0.0008321293359443859,-3.636031045787561,0.425531914893617,0.2127659574468085,47,Class 1
portsmouth,"Portsmouth,",10,1.0,0.0,1.0,0.0,-2.5530000000000004,0.18181818181818182,0.45454545454545453,11,Class 1
age,age,3,79.20000000000003,1.8987251815894932,0.8273886198555008,0.00012194305133063002,-3.402165677463589,0.5652173913043478,0.30434782608695654,23,Class 1
21,"21,",2,1.0,0.0,1.0,6.857142857142857e-05,-3.960168125820291,0.5428571428571428,0.2,35,Class 1
1775,1775,4,1.0,0.0,1.0,0.00010000000000000003,-4.605120183487926,0.0,0.25,12,Class 1
1777,"1777,",4,1.0,0.0,1.0,0.00010000000000000003,-4.605120183487926,0.16666666666666666,0.0,12,Class 1
hindman,Hindman,7,1.0,0.0,1.0,0.00010000000000000006,-4.605120183487923,0.2727272727272727,0.15151515151515152,66,Class 1
served,served,6,19.75,1.2955670999624804,0.8822211727306819,0.0013657458785713914,-3.5135073030357367,0.1623931623931624,0.15384615384615385,117,Class 1
maryland�s,Maryland�s,10,1.0,0.0,1.0,0.00010000000000000003,-4.605120183487926,0.16666666666666666,0.25,12,Class 1
revolutionary,"Revolutionary, revolutionary",13,4.39,0.6424645202421216,0.9415941345234439,9.999999999999999e-05,-4.605120183487926,0.125,0.20833333333333334,24,Class 1
government,"government, government,, government.",10,65.23999999999997,1.8145139523682379,0.8350441861483414,0.0007997441875079507,-4.0896543157028695,0.08333333333333333,0.1111111111111111,36,Class 1
state�s,state�s,7,1.0,0.0,1.0,0.00010000000000000003,-4.605120183487926,0.08333333333333333,0.3333333333333333,12,Class 1
treasurer,Treasurer,9,1.1200000000000003,0.04921802267018165,0.9955256343027107,0.00010000000000000003,-4.605120183487926,0.16666666666666666,0.08333333333333333,12,Class 1
eastern,Eastern,7,8.120000000000001,0.9095560292411752,0.9173130882508023,0.00010000000000000003,-4.605120183487926,0.25,0.25,12,Class 1
shore,Shore.,5,19.860000000000003,1.2979792441593625,0.8820018868946035,0.00010000000000000003,-4.605120183487926,0.0,0.0,12,Class 1
clive,Clive,5,2.6499999999999995,0.42324587393680785,0.9615231023693808,0.00010000000000000003,-4.605120183487926,0.0,0.16666666666666666,12,Class 1
jay,Jay,3,16.099999999999998,1.2068258760318498,0.8902885567243769,0.00010000000000000003,-4.605120183487926,0.4166666666666667,0.5833333333333334,12,Class 1
davis,"Davis, Davis,""",5,17.369999999999983,1.2397998184470973,0.8872909255957194,0.00010000000000000009,-4.605120183487924,0.2777777777777778,0.06944444444444445,72,Class 1
1934,"1934, 1934)",4,1.0,0.0,1.0,9.999999999999999e-05,-4.605120183487926,0.2916666666666667,0.2916666666666667,24,Class 1
founder,founder,7,2.1199999999999997,0.3263358609287516,0.9703331035519321,9.999999999999999e-05,-4.605120183487926,0.2916666666666667,0.25,24,Class 1
arista,Arista,6,0.08000000000000003,-1.0969100130080565,1.099719092091642,9.999999999999999e-05,-4.605120183487926,0.5,0.3333333333333333,24,Class 1
member,"Member, member",6,28.780000000000065,1.4590907896005867,0.8673553827635814,0.0061483197387440045,-2.9324997422675487,0.31092436974789917,0.18487394957983194,119,Class 1
rock,"Rock, Rock,, Rock.",4,86.15999999999991,1.9353056902899246,0.824063119064553,0.00010031715994022481,-4.603549125026485,0.2777777777777778,0.013888888888888888,72,Class 1
roll,Roll,4,63.26999999999999,1.801197834459148,0.8362547423218952,0.10001374219047547,-1.098535947827944,0.4583333333333333,0.0,24,Class 2
hall,Hall,4,51.940000000000026,1.7155019452932836,0.8440452777006109,0.00010517824873434892,-4.580481137708382,0.375,0.125,24,Class 1
fame,Fame,4,8.650000000000002,0.9370161074648139,0.9148167175031984,0.3000077309848695,-0.4236305232222953,0.25,0.0,12,Class 4
nonperformer,nonperformer.,12,1.0,0.0,1.0,0.00010000000000000003,-4.605120183487926,0.0,0.0,12,Class 1
working,working,7,250.48999999999992,2.3987903927521397,0.7819281461134419,0.00010000000000000003,-4.605120183487926,0.25,0.0,12,Class 1
class,class,5,117.34999999999998,2.069483093934611,0.8118651732786718,0.0014084343359255195,-3.281933582241962,0.5,0.08333333333333333,12,Class 1
jewish,Jewish,6,13.759999999999994,1.1386184338994925,0.8964892332818648,0.00024637057534104937,-4.315909387964558,0.38235294117647056,0.17647058823529413,34,Class 1
boy,boy,3,529.8199999999999,2.7241283483094487,0.7523519683355048,0.0012872822676158204,-3.326966970365874,0.5833333333333334,0.25,12,Class 1
grew,grew,4,29.269999999999996,1.4664227224337922,0.86668884341511,0.00010000000000000003,-4.605120183487926,0.4166666666666667,0.0,12,Class 1
brooklyn,"Brooklyn,",8,13.69,1.13640344813399,0.8966905956241825,0.00010000000000000003,-4.605120183487926,0.3333333333333333,0.0,12,Class 1
graduated,graduated,9,7.75,0.8893017025063101,0.9191543906812433,0.00016559042676099023,-4.386670474729369,0.16666666666666666,0.17857142857142858,84,Class 1
universitys,University`s,11,1.0,0.0,1.0,0.00010000000000000003,-4.605120183487926,0.16666666666666666,0.16666666666666666,12,Class 1
college,"College, College"", College,, college",7,85.18000000000013,1.9303376357377353,0.8245147603874773,0.00012184350529021442,-4.531288827932384,0.225,0.06666666666666667,120,Class 1
arts,"Arts, arts",4,9.220000000000006,0.9647309210536295,0.9122971889951251,0.0025932918924296815,-3.9146134328984123,0.5428571428571428,0.11428571428571428,35,Class 1
sciences,Sciences,8,0.71,-0.14874165128092473,1.0135219682982657,0.49000259138787955,-0.01999748245768851,0.5,0.16666666666666666,12,Class 4
received,received,8,28.159999999999993,1.4496326504700763,0.8682152135936293,0.0006496904749852283,-4.0829038362097405,0.20212765957446807,0.20212765957446807,94,Class 1
scholarship,scholarship,11,9.94,0.9973863843973132,0.9093285105093348,0.00010000000000000003,-4.605120183487926,0.08333333333333333,0.16666666666666666,12,Class 1
harvard,Harvard,7,14.100000000000014,1.14921911265538,0.8955255352131464,0.0006929526521679973,-4.095524381939336,0.3333333333333333,0.18333333333333332,60,Class 1
law,"Law, law",3,116.31000000000007,2.065617055726874,0.812216631297557,0.006936299451925979,-3.3933185044052454,0.46808510638297873,0.0425531914893617,47,Class 1
school,"School, School., school, school,",6,333.12000000000086,2.5226007078304473,0.7706726629245078,0.07645038533345541,-3.453025637360737,0.1927710843373494,0.05421686746987952,166,Class 1
hired,hired,5,33.0,1.5185139398778877,0.8619532781929192,0.00010000000000000003,-4.605120183487926,0.5,0.08333333333333333,12,Class 1
legal,legal,5,35.709999999999994,1.552789850192782,0.8588372863461107,0.0006892747018207874,-3.6395905788231695,0.5,0.08333333333333333,12,Class 1
department,department,10,63.840000000000025,1.8050928783426732,0.8359006474233935,0.00010000000000000003,-4.605120183487926,0.08333333333333333,0.08333333333333333,12,Class 1
cbs,CBS,3,1.0,0.0,1.0,0.00010000000000000003,-4.605120183487926,0.3333333333333333,0.16666666666666666,12,Class 1
subsidiary,subsidiary,10,0.4500000000000001,-0.34678748622465644,1.031526135111332,0.00010000000000000003,-4.605120183487926,0.0,0.16666666666666666,12,Class 1
1974,"1974,",4,1.0,0.0,1.0,0.00010000000000000003,-4.605120183487926,0.08333333333333333,0.08333333333333333,12,Class 1
naming,naming,6,2.14,0.3304137733491909,0.9699623842409827,0.00010000000000000003,-4.605120183487926,0.16666666666666666,0.16666666666666666,12,Class 1
secondary,secondary,9,4.099999999999999,0.6127838567197355,0.9442923766618422,0.0001,-4.605120183487926,0.2608695652173913,0.21739130434782608,23,Class 1
honor,honor,5,96.30999999999999,1.9836713828601968,0.8196662379218003,0.00010000000000000003,-4.605120183487926,0.25,0.3333333333333333,12,Class 1
society,"Society., society, society.",7,32.919999999999995,1.5174598265402321,0.8620491066781605,9.999999999999994e-05,-4.605120183487923,0.08333333333333333,0.1111111111111111,36,Class 1
erasmus,Erasmus,7,0.14000000000000004,-0.8538719643217619,1.0776247240292511,0.00010000000000000003,-4.605120183487926,0.0,0.5,12,Class 1
darwin,"Darwin, Darwin),, Darwin,, Darwin.",6,2.330000000000003,0.3673559210260187,0.9666040071794542,0.00010000000000000006,-4.6051201834879265,0.36904761904761907,0.08333333333333333,84,Class 1
december,"(December, December",8,7.589999999999989,0.8802417758954793,0.9199780203731369,0.00010000000000000007,-4.605120183487924,0.5,0.18571428571428572,70,Class 1
12,"12,",2,1.0,0.0,1.0,9.999999999999999e-05,-4.605120183487926,0.6666666666666666,0.125,24,Class 1
1731,1731,4,1.0,0.0,1.0,0.00010000000000000003,-4.605120183487926,0.5,0.16666666666666666,12,Class 1
18,"18,",2,1.0,0.0,1.0,0.00010000000000000007,-4.605120183487924,0.647887323943662,0.14084507042253522,71,Class 1
1802,"1802), 1802.",4,1.0,0.0,1.0,9.999999999999999e-05,-4.605120183487926,0.16666666666666666,0.08333333333333333,24,Class 1
trained,trained,7,18.860000000000003,1.2755416884013095,0.8840416646907899,0.00010000000000000003,-4.605120183487926,0.25,0.0,12,Class 1
physician,physician,9,6.139999999999998,0.7881683711411679,0.928348329896257,9.999999999999999e-05,-4.605120183487926,0.25,0.041666666666666664,24,Class 1
extensively,extensively,11,0.6100000000000001,-0.2146701649892329,1.019515469544476,0.00010000000000000003,-4.605120183487926,0.16666666666666666,0.0,12,Class 1
medicine,"Medicine, medicine",8,34.20000000000002,1.5340261060561338,0.8605430812676245,9.999999999999994e-05,-4.605120183487923,0.34285714285714286,0.2571428571428571,35,Class 1
botany,"botany,",6,0.39000000000000007,-0.40893539297350073,1.0371759448157725,0.00010000000000000003,-4.605120183487926,0.5833333333333334,0.4166666666666667,12,Class 1
poetry,poetry.,6,13.370000000000003,1.1261314072619846,0.8976244175216377,0.00010000000000000003,-4.605120183487926,0.0,0.0,12,Class 1
lived,lived,5,66.03999999999998,1.8198070645907556,0.8345629941281131,0.0007532009075958048,-3.9438884289045792,0.16666666666666666,0.125,24,Class 1
lichfield,Lichfield,9,1.0,0.0,1.0,9.999999999999999e-05,-4.605120183487926,0.3333333333333333,0.4166666666666667,24,Class 1
derby,"Derby,",5,2.2000000000000006,0.3424226808222064,0.9688706653797997,9.999999999999999e-05,-4.605120183487926,0.20833333333333334,0.08333333333333333,24,Class 1
england,"England, England,, England.",7,35.21999999999993,1.5467893516312579,0.8593827862153395,0.00012074011477742919,-4.5268516625162585,0.14285714285714285,0.06666666666666667,105,Class 1
members,members,7,24.0,1.3802112417116061,0.8745262507534903,0.00019714199662493047,-4.335227833276428,0.16666666666666666,0.25,24,Class 1
lunar,Lunar,5,2.0599999999999996,0.3138672203691534,0.9714666163300768,0.0004040630970061825,-3.906767683368597,0.08333333333333333,0.5,12,Class 1
darwinwedgwood,Darwin-Wedgwood,14,1.0,0.0,1.0,0.00010000000000000003,-4.605120183487926,0.0,0.16666666666666666,12,Class 1
famously,famously,8,0.6300000000000003,-0.2006594505464182,1.018241768231493,9.999999999999999e-05,-4.605120183487926,0.3333333333333333,0.25,24,Class 1
